"","DeconRNASeq_CBSX.NSCLC.PBMCs.scRNAseq_B.cells","B.cells_Subgroup.3.Iteration.1","B.cells_Subgroup.5.Iteration.1","B.cells_Subgroup.1.Iteration.2","B.cells_Subgroup.2.Iteration.2","B.cells_Subgroup.3.Iteration.2","DeconRNASeq_LM22_B.naive.cells","B.naive.cells_Subgroup.1.Iteration.1","B.memory.cells_Subgroup.1.Iteration.1","DeconRNASeq_CBSX.Melanoma.scRNAseq_Macrophages.cells","CBSX_CBSX.HNSCC.scRNAseq_Macrophages.cells","CBSX_CBSX.Melanoma.scRNAseq_Macrophages.cells","DeconRNASeq_BPRNACanProMet_Macrophages.M0","Macrophages.M0_Subgroup.1.Iteration.1","Quantiseq_Macrophages.M1","DeconRNASeq_BPRNACanProMet_Macrophages.M1","DWLS_BPRNACanProMet_Macrophages.M1","Macrophages.M1_Subgroup.1.Iteration.1","Macrophages.M1_Subgroup.2.Iteration.1","Macrophages.M1_Subgroup.3.Iteration.1","Quantiseq_Macrophages.M2","DeconRNASeq_CCLE.TIL10_Macrophages.M2","Epidish_TIL10_Macrophages.M2","DWLS_TIL10_Macrophages.M2","CBSX_CCLE.TIL10_Macrophages.M2","CBSX_TIL10_Macrophages.M2","DeconRNASeq_LM22_Macrophages.M2","Macrophages.M2_Subgroup.1.Iteration.1","Macrophages.M2_Subgroup.2.Iteration.1","Macrophages.M2_Subgroup.3.Iteration.1","CBSX_TIL10_Monocytes","Monocytes_Subgroup.2.Iteration.1","Monocytes_Subgroup.3.Iteration.1","Monocytes_Subgroup.1.Iteration.2","Monocytes_Subgroup.2.Iteration.2","DeconRNASeq_BPRNACanProMet_Neutrophils","DWLS_BPRNACanProMet_Neutrophils","CBSX_CCLE.TIL10_Neutrophils","CBSX_TIL10_Neutrophils","Neutrophils_Subgroup.1.Iteration.1","Neutrophils_Subgroup.2.Iteration.1","Neutrophils_Subgroup.3.Iteration.1","DeconRNASeq_BPRNACan3DProMet_NK.cells","DeconRNASeq_CBSX.Melanoma.scRNAseq_NK.cells","DeconRNASeq_CBSX.NSCLC.PBMCs.scRNAseq_NK.cells","DeconRNASeq_CCLE.TIL10_NK.cells","DeconRNASeq_TIL10_NK.cells","DWLS_CBSX.NSCLC.PBMCs.scRNAseq_NK.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_NK.cells","CBSX_TIL10_NK.cells","NK.activated_Subgroup.1.Iteration.1","DeconRNASeq_LM22_NK.resting","Epidish_LM22_NK.resting","NK.resting_Subgroup.1.Iteration.1","DeconRNASeq_CBSX.NSCLC.PBMCs.scRNAseq_NKT.cells","Epidish_CBSX.NSCLC.PBMCs.scRNAseq_NKT.cells","DWLS_CBSX.NSCLC.PBMCs.scRNAseq_NKT.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_NKT.cells","DeconRNASeq_CBSX.Melanoma.scRNAseq_CD4.cells","DeconRNASeq_CBSX.NSCLC.PBMCs.scRNAseq_CD4.cells","Epidish_CCLE.TIL10_CD4.cells","DWLS_BPRNACanProMet_CD4.cells","DWLS_CBSX.NSCLC.PBMCs.scRNAseq_CD4.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_CD4.cells","CBSX_CCLE.TIL10_CD4.cells","CD4.cells_Subgroup.1.Iteration.1","DeconRNASeq_LM22_T.cells.CD4.memory.activated","CD4.memory.activated_Subgroup.1.Iteration.1","DeconRNASeq_LM22_T.cells.CD4.memory.resting","CD4.memory.resting_Subgroup.1.Iteration.1","DeconRNASeq_LM22_CD4.naive","CD4.naive_Subgroup.1.Iteration.1","DeconRNASeq_BPRNACan_CD8.cells","DeconRNASeq_CBSX.HNSCC.scRNAseq_CD8.cells","DeconRNASeq_TIL10_CD8.cells","DWLS_CBSX.NSCLC.PBMCs.scRNAseq_CD8.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_CD8.cells","CBSX_LM22_CD8.cells","CBSX_TIL10_CD8.cells","CD8.cells_Subgroup.1.Iteration.1","DeconRNASeq_CCLE.TIL10_T.cells.regulatory","DeconRNASeq_LM22_T.cells.regulatory","CBSX_TIL10_T.cells.regulatory","T.cells.regulatory_Subgroup.1.Iteration.3","DeconRNASeq_LM22_T.cells.helper","T.cells.helper_Subgroup.1.Iteration.1","T.cells.gamma.delta_Subgroup.1.Iteration.1","DeconRNASeq_CBSX.HNSCC.scRNAseq_Dendritic.cells","CBSX_CBSX.HNSCC.scRNAseq_Dendritic.cells","CBSX_CCLE.TIL10_Dendritic.cells","CBSX_TIL10_Dendritic.cells","Dendritic.cells_Subgroup.1.Iteration.1","DeconRNASeq_LM22_Dendritic.activated.cells","Dendritic.activated.cells_Subgroup.1.Iteration.1","DeconRNASeq_LM22_Dendritic.resting.cells","Dendritic.resting.cells_Subgroup.1.Iteration.1","DeconRNASeq_BPRNACanProMet_Cancer","DWLS_BPRNACanProMet_Cancer","DeconRNASeq_CBSX.Melanoma.scRNAseq_Cancer","Cancer_Subgroup.1.Iteration.1","Cancer_Subgroup.2.Iteration.1","Cancer_Subgroup.3.Iteration.1","DeconRNASeq_CBSX.Melanoma.scRNAseq_Endothelial","CBSX_CBSX.HNSCC.scRNAseq_Endothelial","Endothelial_Subgroup.2.Iteration.1","Endothelial_Subgroup.1.Iteration.2","DeconRNASeq_LM22_Eosinophils","DeconRNASeq_LM22_Plasma.cells","CBSX_LM22_Plasma.cells","Plasma_Subgroup.1.Iteration.1","DeconRNASeq_CBSX.HNSCC.scRNAseq_Myocytes","DeconRNASeq_CBSX.HNSCC.scRNAseq_Mast.cells","Mast.activated.cells_Subgroup.1.Iteration.1","DeconRNASeq_LM22_Mast.resting.cells","Epidish_LM22_Mast.resting.cells","Mast.resting.cells_Subgroup.1.Iteration.1","DeconRNASeq_CBSX.Melanoma.scRNAseq_CAF","CBSX_CBSX.Melanoma.scRNAseq_CAF","CAF_Subgroup.1.Iteration.1"
"SAM18039827e1b9",0.320749787263141,0.103651261716275,0.504438179906124,0.0931478079506372,0.100555461192433,0.00564597382780465,0.100544173122975,0.044703141674864,0,0.107154797637781,0.0370620834554711,0.0897519453118319,0.000790272163488315,0.0769303273326005,0,0.129184162086348,0,0.0266773999651347,0.0255260960191304,0.0064002899813921,0.0434830031019411,0.0948297900267626,0.060719983376111,0.0293586548577415,0.0230495286376335,0.227702325123271,0,0.0876781256664345,0.026207494605899,0.0488187215515249,0,0.181548965375534,0.137147984416027,0.0185906017185451,0.519121782545956,0.03009965506702,0.00841452963579077,0.0234880284915416,0.178716836615674,0.143441434149027,0.0779215530194284,0.585787638627767,0.11048784460652,0.0971069436918446,0.175704604238384,0.0506137517313424,0.0882088413458458,0.0385630430896292,0.0505822798796101,0.0219656119372463,0.0073685513087037,0.053337439638799,0.02365384157195,0.0364659859340872,0.13845531892629,0.0376640976200367,0,0,0.0763677312565724,0.0390658446804547,0,0.0191132536364788,0,0,0,0.0615562795008457,0.0304655616437043,0,0,0.365431243943831,0.070892454835094,0.106726789321533,0.0639486606665308,0.0646730940825706,0.0887334885116564,0.00031749907171415,0.00220404355702623,0,0,0,0.0828104116323996,0.017198596955192,0.122607216017493,0.00710065768873099,0.0488082201787325,0,0,0.061220871259552,0.0712794480982741,0.0111705899473606,0.384504948228634,0.0752458210767103,0.0535210918678302,0.0190077700603626,0.0531069154625976,0,0.39080221681839,0.944090666384909,0.169458476535525,0.978075689391243,0.848227709444007,0.116746401921852,0.177896768546202,0.131944557282313,0,0.106747175198726,0.0284749169920954,0.117499726698211,4.450298431235e-05,0.0186190535913809,0.104977597356145,0.121351587385732,0.031997890751742,0.127174530012266,0,0,0.268364020615799,0.801867276388459,0.383756775534837
"SAMc692536a795a",0.375619588905283,0.0995499893312394,0.936427178925671,0.0850102049936843,0.108536055549869,0.0368169934639066,0.201090091966034,0.122512304690822,0.00984132494041709,0.0757573675416975,0.0263858204550276,0.0796620490215358,0.0545743060334912,0.104821393312896,0.00844651672944256,0.0889043725457517,0.00709248069633063,0.32193156631203,0.0927279282033227,0.408142727910477,0.0475628621053713,0.0185542705676412,0.342768341858855,0.23020971140823,0.098757417699408,0.00987028894178029,0.0644666264041829,0.0806213222990705,0.119580379297758,0.0574642986053005,0,0,0.0476486193488387,0.00958053384377041,0,0.0120285938214669,0.00072985570582458,0.0381939466064801,0.00071232337479247,0.0995473132808158,0,0.18172863629217,0.101578429908888,0.0648858590180269,0.162386590537434,0.0554821180946239,0.0838298486269817,0,0,0,0.0625568359854277,0,0,0,0.138770356933113,0.0635728210743287,0.00838652538249866,0.0740227293167426,0.0551651860610929,0.0155703399813074,0,0.0208605846028858,0,0.164397148383745,0,0.080174800358741,0.058280250778612,0.0225552931157167,0.0689232762846559,0.278544000698955,0.0415455086948017,0.106135024579009,0.0568921718575248,0.085177987037274,0.0735939050326513,0.033290992939109,0,0,0,0.0040786224984697,0.0789811991804706,0.0223659118467662,0.416238070074467,0.105322560882188,0.0613026876694992,0.0262738012115766,0,0.034406070168444,0,0.0152273295250862,0.165036589698484,0,0.0737146245157543,0.0237171506822893,0.0361445949598204,0.000317299663857433,0.415103258095881,0.899503943110008,0.0900595377819249,0.950720447674833,0.616483439277614,0.0665610218373025,0.102135526789027,0.0221760871896646,0.00283616664001578,0.0198998419182787,0,0.0176027192361746,0,0,0.124075193731548,0.117546735195528,0.0116973946090617,0.0717810739209126,0.0170667372881162,0.0135115785010647,0.501370887401305,0.798083061130514,0.528494105631381
"SAM9a2cf3c06fb3",0.346525815742798,0.0880545673182997,0.755512253090578,0.0823587671308467,0.0884158139186344,0.0155956521991566,0.0867354302123254,0.0368199997894239,0,0.0897172008837361,0.0610430959600978,0.0705268066925594,0.0612845084762153,0.0304946704788561,0.0248582690252964,0.0838677146987099,0,0.239124073745265,0.025991131346743,0.108829561494199,0.109682158102429,0.091212189499758,0.30425727619024,0.0758000267871707,0.0352939720538594,0.0233715543439648,0.116322040528158,0.080264653774118,0.0548838821222719,0.0775869270724716,0.66389947660685,0.11120063797737,0.102907671687487,0.039720260322409,0.0866172274282772,0.0204851237663643,0.00575343343784956,0.064087984793475,0.163575287063548,0.136567590381011,0.019069437067166,0.445589418927068,0.102954677826291,0.0745423894529156,0.190565567483314,0.0495677652971127,0.0690287127796384,0.00633002985827151,0,0,0.0553234989985195,0,0,0,0.112394835958855,0.0179647817875731,0,0.0921677232962896,0.0606089691558031,0.0358440171315094,0,0.0723659541932394,0,0.216345132882771,0.0452457259732721,0.0840023995192404,0.046240093695795,0.019069594514676,0.134027270808351,0.375848028113903,0.0252888074606028,0.00897349342362447,0.0591897857730544,0.0805708840405304,0.0598868686644904,0.0994426843800764,0,0,0.00372502336981031,0.00253783798802735,0.0842665721826515,0.0418629201576075,0.0697454442448175,0.00658201380386773,0,0,0,0.0240483983686089,0,0,0,0,0.114094563561418,0.0802528233301408,0.0230898140840411,0,0.414548046643905,0.836450285352699,0.104000363185476,0.94175949502615,0.62726789652427,0.051888670470044,0.130216158651284,0.174283742779284,0.0346981400654397,0.137077947416063,0.0282502002294937,0.0784777624179526,0,0.000518082745167295,0.0969099382727337,0.111408612314739,0.0971253435272294,0.111866853784204,0,0,0.452860351352484,0.761311102416917,0.457134874476784
"SAM557dde1b9f3e",0.405877125772882,0.168822757401591,0.896768766819571,0.0914951307940023,0.108015051320479,0.0526588137886393,0.0987793103890867,0,0.0320415836608952,0.0497067592937902,0.0214229774183415,0.0634073153144456,0.0153506961062008,0.0726672745135388,0.00651339670169199,0.114488714503651,0,0.312847330343549,0.0176232913815782,0.202172428843586,0.0431731476165631,0.0137381368888903,0.0664945560107297,0,0.0817625528150825,0.173746726555968,0.031167781132136,0.0843064055387545,0.0703813876596731,0.067245834893647,0,0.26682486086081,0.0490620326480182,0.0275197798032054,0.0335004890531201,0.0187987353683813,0.0014378974657392,0.0424919998764619,0.0584467128217077,0.0888539225713052,0,0.0269618216137048,0.10761820401129,0.0819434943169811,0.16621594069428,0.0645820869034879,0.0897516489815549,0,0,0,0.00115386331065105,0,0,0.0009112192808232,0.127026532795575,0.0870172679676809,0,0.108387180185196,0.053645327733423,0.0160629779790143,0,0.0300867978959779,0,0.0752755732513074,0,0.0467256195702659,0.0739753921539274,0.0791773607934182,0.143795283290148,0.508750102425429,0.0464334855424772,0,0.0680464645733388,0.0658341201616516,0.0726521521066484,0.0463313191818359,0,0.00977297805926117,0.00467911133669951,0,0.0879568407412425,0,0.288938230928371,0.237848736163632,0.0107330851043436,0,0,0.0191661179527111,0,0,0.198770217982955,0.00403836460197142,0.118560410901245,0.0860510566677084,0.0370167549474113,0.0106671626375022,0.39241364723656,0.917198572517232,0.110091661475224,0.957071234553834,0.579351590285703,0.0792531507686006,0.130646428620559,0.0502644367983633,0.00980947911288341,0.0489864851368557,0.0354174706339903,0.0949542738133222,0.0532604157519258,0.0270337514195102,0.110373385187293,0.0945384842707463,0.0161816368129826,0.121343730517314,0.0433090455144974,0.0464691651244282,0.405143571158432,0.815785719114143,0.497620713167544
"SAM23aa15d4a0b0",0.37541284735123,0.17825670802762,0.834258679793566,0.0992426728061979,0.121298456141295,0.0468249531588773,0.15279755060069,0.144942437603175,0,0.0499277943145328,0.0489268591833478,0.103884546827592,0.00219841949094783,0.060155499454037,0.0028345745009725,0.125374680730446,0,0.110220418378576,0.0188886477507259,0.301944062180578,0.0391328795880232,0.0825250901193333,0.225066363016033,0.176262407494947,0.030958533469893,0.105665026105824,0.0375763291887208,0.0858471163642345,0.0305246213639078,0.123120744321981,0.115769435401958,0,0.0781129076156825,0.0180631501891997,0.180470098254073,0.0166227419726353,0.00182649899691519,0.0157119490639034,0.09441784036744,0.1259274276481,0.013940300759805,0.410594358428823,0.109312337699644,0.0845453774767717,0.181162425193341,0.0731420756703368,0.089342602689733,0,0,0.0199561374762818,0,0.0204276439454358,0.0504572642876979,0.0543245925705199,0.12554329359995,0.0911704508783419,0,0.0532189089035646,0.0515904633552408,0.030346944733465,0,0.0176508067500443,0,0,0,0.0430974298286319,0.0207357719815241,0.0614936060053994,0.0433431476815746,0.383228882677339,0.134883134875323,0.0579381109900497,0.0740700628257619,0.0681682940495197,0.07163002871635,0.00616923879562537,0,0,0,0,0.0912263920543141,0,0.359237076318364,0.0761712193464262,0.0201501461337989,0,0,0.0315746462954683,0,0.0107355244084002,0,0,0.0697715167683853,0.0258333198038593,0.0437316033927737,0.00170778534694094,0.395685520909,0.908325663520645,0.121282744366666,0.958602832290639,0.850471203053839,0.0846714260649745,0.132084459088036,0,0.00078343340451468,0.0136544951288031,0.0191285760595193,0.0937500877389298,0.0649968106096862,0.0479883734120376,0.0944824539285516,0.105265874899999,0.0294827497294388,0.0549234451995221,0.00624253440634761,0.0145661854945555,0.382312453371133,0.76689531862735,0.458044000790061
"SAM468a9e1dc821",0.147386682786663,0.0948941760505117,0,0.0713098174824029,0.0815363283573655,0.00650869809508992,0.131459036400111,0.0319259869974024,0,0.088913237920338,0.0445840938511886,0.0727427719051873,0.00218749707705888,0.205900426011324,0.00242599322611244,0.105509239983893,0.016889718231245,0.0258134850761262,0.0250885931225906,0.0941875752370484,0.0149353335362295,0,0.0216204449273898,0,0,0,0,0.351109693566345,0.006848790769334,0.0605275742863565,0.824728090070815,0.271936791686999,0.0080713782785215,0.00197755549920125,0.820928987895094,0.0234067581405381,0.0168056401002185,0.0708407986830406,0.118522241670532,0.055369109613743,0.241030551263919,0.444463909608674,0.0932575714017074,0.0884364930281548,0.121873153335288,0.0536591656441259,0.0712532656327021,0,0,0.0133740058527671,0.00167156767230178,0.0281744496221559,0.025253209474887,0.0177336709665943,0.0295181229893718,0.0885532225427684,0.0123749690965982,0.0949447772973782,0.0714493074037964,0.0469890960018908,0,0,0,0.0323526327985987,0,0.0364961365684202,0.00615435494140663,0,0,0.158050137800683,0.0135505817759395,0.0253930397356592,0.0612239014283351,0.0899444633880676,0.0542210298454554,0,0,0,0.00137606511447134,0,0.0606664593168513,0.0164041391018064,0.0239513356314603,0.00956998866319676,0.0876991053196901,0.0125285488202388,0,0.0485025546658413,0,0,0,0.00551438187235173,0.0580127314975851,0.0577921288729872,0.0975057643326498,0.00446666117797412,0.381652443787492,0.522316483493675,0.118225251958386,0.957636644494575,0.607044229679647,0.487810866467774,0.133615696520223,0,0,0.0147897934178259,0.0102523968560601,0.0723302487849265,0.00584969514861774,0.0109158902332342,0.121532430395261,0.125335512126393,0.0299950189374315,0.0934931479083577,0,0,0.40446583711859,0.857915659713995,0.1519051672349
"SAM81b71522417a",0.318815467745193,0.106850141543289,0.0696742392280597,0.107085399280385,0.101688252531169,0.00414742594679283,0.100656076424313,0,0,0.0996098281174304,0,0.0732581066021832,0.00223772083060751,0.0567604664980115,0,0.145884968395773,0,0,0.0366417226062372,0,0.00836810375697142,0.0350013833097016,0.0240347495427869,0,0.00173492905270951,0,0,0.102725232709182,0.00290600196070108,0.22023573782492,0.658132595932906,0.106604963409215,0.0289739561562739,0.00123382171249613,0.578399188781103,0.0372195268700713,0,0.0366991928609647,0.272582285891957,0.109120066182876,0.0487951082635537,0.673904972774541,0.127303508977234,0.0998179898250834,0.180857349124462,0.0640019792009013,0.0917699143951404,0,0,0,0,0.0554362713891397,0,0.000260992466476365,0.144424083623428,0.526076932243058,0.0788882358851826,0.193332464852409,0.0707996772111235,0.0505422468314691,0,0.0293510654115717,0,0.545210046565668,0,0,0.0262150088402727,0.0410022691265054,0,0.206639165050407,0.0424899571353882,0.283593525751152,0.0667065360243004,0.077093652404674,0.072619078119191,0,0,0.108385717375051,0.0423806050552134,0,0.0736922027000307,0.0216011407388741,0.026904513119924,0,0.0845115756248108,0,0.0473273627679923,0.0529677153484407,0.0135847030440329,0,0,0.0214699767126848,0.0392012740989642,0.04544437642648,0.0554231578717677,0,0.318296683306214,0.941758855305646,0.160754469958345,0.981606750302114,0.873038960345028,0.485959716921985,0.171594882192238,0,0,0.0192565239663715,0.0342773496207832,0.136991418965326,0,0.0220068471301943,0.11525258096747,0.118607076500186,0.00468031689703562,0.12320708123397,0.0049252440999151,0.0578761131512497,0.290573011152491,0.916797043575572,0.206157692841075
"SAMb963dda93cfd",0.34404863732155,0.0929811419875912,0.162872417821634,0.0562574056160983,0.0925341727277917,0.0101912674861037,0.135904667053148,0,0,0.0860215645818424,0.0354462908844959,0.135761815709977,0,0.196520108226218,0.0192488924080454,0.109291159219758,0.0211159793318423,0.133201357125226,0.027426725308676,0.229430751920958,0.0343903937642227,0.0425297866809267,0.0823425590607503,0,0.0317551648176649,0.0781879016198098,0.0459455877744084,0.072387588240261,0.0236812146303374,0.173721168837797,0.412732627280267,0.307405153190021,0.0617612246543211,0.0425314520211627,0.655989419605483,0.00327779017410554,0.00176949482332934,0.0110924849107204,0.100524540371614,0.0897512750414396,0.00795183308401201,0.122124400569446,0.0780557058510843,0.077319967589517,0.161360446682256,0.065590482798761,0.0775484380703761,0,0.022208531963809,0,0,0,0.0194511378401471,0,0.105663114978664,0.0879964726191962,0,0,0.0573776092298889,0.0251992305701618,0,0.0103926062722649,0,0,0,0.0271098508268204,0.0451917302962638,0.048904641460035,0.0791282934870043,0.356914491254908,0.104368338343736,0,0.0456715136346166,0.0932677049689354,0.066551750211105,0,0.106982234465572,0,0.0431426155192097,0,0.0674687372672089,0,0,0.0417130228432596,0,0.0185735338481892,0,0.0427788593150901,0,0,0,0,0.101618314623103,0.093259150094984,0.0294364890482984,0,0.524461663428452,0.92540023480436,0.0908567935152529,0.980469343194855,0.867102759972895,0.174261640783938,0.104936062777641,0.0348090844858962,0.000670569990718227,0.0142282254883464,0,0.0527910062434551,0.00846630200055411,0.00738780121627096,0.122522453026376,0.126890576874584,0.00337564833197687,0.104917398938188,0,0.00599309965848554,0.488833827424033,0.832046598936781,0.454973811321942
"SAMbcbc7957c264",0.337141194441752,0.100476257906721,0.649556309567129,0.098145814379189,0.134318754816697,0.00710887347900823,0.102470986231111,0,0,0.100627624048262,0,0.0937477754383626,0.00475450543532496,0.0686228565797885,0,0.143012800357501,0,0.0567793279940966,0.0279998653483042,0.0302358511626116,0.0250403621691454,0.0699203952325784,0.431489643358819,0.131123772157324,0.0322554035101986,0.146983695243257,0,0.0984727737191128,0.041830198801559,0.0564477123105723,0,0,0.0722758939829028,0.0108456358689553,0.291249245527832,0.0292789731694354,0,0.0155559457311411,0.0928477073187181,0.101707325320478,0.0117902684763229,0.602605730267729,0.126057032555224,0.0896543107279377,0.181134572825851,0.0703943826841297,0.0961417523074939,0,0.0327459125797055,0.0756950408139802,0,0.0472739449450726,0.0671169547895051,0.0949085028400165,0.14078068108253,0.294880048865112,0,0,0.077517104552085,0.050135358241621,0,0.00629726910859646,0,0,0,0.0716127277974725,0.037798295241504,0.0305501088934045,0,0.531755779762423,0.0441625541332169,0.0194927627512709,0.0701168464195178,0.0705304174398597,0.0788918790198881,0,0.190471257362986,0,0,0,0.115133666840258,0.0279474469331711,0.571309480517367,0.030664986099196,0.0879245454915248,0,0,0.0479790705530504,0.030519923866525,0,0.0734607373086644,0.0265996394525743,0.0581857010790083,0.0739410767351518,0.0448646706889449,0.0560979362691569,0.323978825166039,0.964028811681399,0.145053165485892,0.992290650946263,0.916073656688146,0.234126264331479,0.156224150162972,0.13395403561685,0,0.0296100302868078,0.0353508211515785,0.108734494346458,0,0.00422949752195162,0.100625603941693,0.115128263659151,0.0134626741451187,0.127358738089662,0,0.00999402558595188,0.330447387116131,0.773180090551369,0.352969989294187
"SAM7fb6987514a4",0.416342705467472,0.17795348482859,0.634620698007189,0.097188504937785,0.105887072906251,0.0892731612216965,0.0224010098813589,0.0642183309769162,0,0.0563900753196029,0.0546882515790898,0.116130285775216,0.00589275408285335,0.0443602768619116,0.0208700259772412,0.130997355967692,0.0386088009751359,0.35445971267805,0.0990681702576652,0.383416260138126,0.0443323317774618,0,0.210709787707637,0.149914215300658,0.0441891086016844,0.0973010287082699,0.034422051871598,0.0853586899579955,0.0787460065295217,0.0437827248128035,0,0,0.00522928999427903,0.0225311606811841,0.154938578561574,0.0176916741920974,0.00957246159583098,0.0539721972186814,0.0709710351478839,0.105446029095874,0.00656048185952085,0.170499249014194,0.11675935918801,0.0652607656267269,0.13017419960932,0.0609450182304523,0.0860635017814955,0,0,0.00821700571886041,0.0136543609516071,0,0,0,0.111441225425493,0.0167148644016129,0.0231332847846299,0.00604192994724344,0.0665303605861571,0.0392712262688251,0.0516666270332607,0.03745767542401,0.0185702189602146,0.264897668704846,0.0676107112492872,0.155295277673548,0.029761885542789,0.115823470176001,0.347596764700075,0.353819397105241,0.131346026737585,0.0417789815440319,0.100562329844991,0.0655059791986196,0.0788412732976869,0.0730313863971511,0.0515907755150972,0,0.0311906763502211,0.0692943759891746,0.0800258074199678,0,0.384398263027872,0.146122326633545,0,0.0296246070925192,0.0996916171134583,0.0104957176867028,0.0118110520564971,0.0321871982461576,0.0245057309087668,0.0182346619318174,0.225165943700593,0.0266162459438668,0,0.00057711197969704,0.353304721203105,0.715509556014246,0.0828132067564359,0.876909257953907,0.565243220855969,0.120901533154797,0.102212799398728,0.00860709272416874,0.00102291389873022,0.0126780231666469,0,0,0.011439060494707,0.00259765754041026,0.0838415618172101,0.0845720603105755,0.0510139045624479,0,0,0,0.448839307483759,0.538472473716644,0.417177090355829
"SAM63405b04ab2d",0.391357162332933,0.144322689651177,0.863532831579277,0.0419946913492267,0.0992555654527477,0.0126071976156573,0.0482949613727698,0.0764103221184482,0,0.0381077501798427,0.0913478772640086,0.0720938023651684,0.0702527376424273,0.135877143567895,0.000335870976439211,0.0583821437720767,0.0377727696621094,0.274961139065081,0.0842716995805411,0.321758160426859,0.0228751537758115,0.00424002422866593,0.275968804208003,0.385052238082892,0.137649088821992,0.228545463939137,0.0705457507382604,0.0683194198308555,0.133678524977332,0.119244161440589,0.297380305209411,0.00730322671745065,0.0299030988831763,0.0141200757450381,0.0185972136139013,0.00981021297114451,0.0048301626359418,0.0407582955557973,0.107516105484491,0.196864505243617,0.0080827304999188,0.275036774137575,0.078047962279384,0.0788391849656089,0.170123630199014,0.0552084838868378,0.0775585023486695,0,0.143691266745155,0.0351097369262557,0.0160359345282189,0,0,0.00662873505989602,0.136218861023709,0.0909244575705251,0,0,0.0527246203734412,0.0179978901789652,0.00440269813254294,0.017098618692949,0,0,0.00926231672191649,0.0393885095301098,0.0302092932269601,0.0311360653534587,0.133358049206365,0.347875029071748,0.114143945264198,0.0133036433012842,0.0394410290566917,0.0946278327361238,0.0708011242693568,0.0982493604612261,0.151614182400209,0.00162599416215296,0,0.0158158306242153,0.058755394746253,0,0.126920868566984,0.019141245230772,0,0,0,0.0445718753891242,0,0.146187386388119,0,0.00190337888033645,0.119237132603116,0.0654604609171038,0.0554036102980655,0.000720703815425515,0.524422720661833,0.904006963265704,0.0916251067934413,0.973322649385034,0.502905400380121,0.0780108184247944,0.099633169353136,0.038886483570182,0.00411833949550387,0.0297881650918157,0,0.069386588023435,0.0359709729676373,0.0174992708682589,0.126028575443003,0.127486459735833,0.0338159989518523,0.036470368647472,0,0,0.487452836343569,0.857464466107028,0.422240080403687
"SAM18bc1078bc15",0.387982888457836,0.183630768551393,0.632913392055303,0.103129061255686,0.144974398972056,0.0199442037069225,0.106147260692287,0.0835033758993966,0,0.0741622988113163,0.071274462988851,0.213517249765139,0,0.114578781594435,0.00671756334141246,0.144884695939712,0.00817261242424389,0.112797116703989,0.0458181992251376,0.219147792156687,0.0278282301119336,0.0595115379681137,0.299319870776624,0.301059556062015,0.0572131963534468,0.331468029703413,0.0860918049345635,0.0951405052246825,0.0568174785121232,0.159332594788509,0.107280391845858,0,0.0380162331578721,0.0237168504068187,0.225687803064518,0.0324485818375609,0,0.00686733602574347,0.190635762715558,0.10742614124355,0,0.209386080790264,0.125163379831859,0.0867537280149702,0.135410233455356,0.0772971539813576,0.105703596490499,0,0.0388781070666625,0,0.0579674706945223,0,0,0,0.161269361046934,0.0899260523498249,0,0,0.0606290516495469,0.0265601952092282,0,0.00185718654814464,0,0,0,0.0945306897286774,0.0505549489508913,0.0338487652385156,0.088676341095701,0.394289598923437,0.025521608901884,0,0.0906337471179461,0.0734466672616811,0.0922387651461092,0.104495324890725,0.202618465085043,0.00227320975943588,0,0.0091157634705005,0.0877480761426389,0,0.214051292433596,0.122564011394503,0.0683254758767059,0.0414536552143923,0,0.0336365048941086,0,0.00442041346009744,0,0,0.0634678221454195,0.0555486458137061,0.0637868805448586,0,0.333182193015298,0.932670816588066,0.122775823066727,0.968536323403641,0.907862744393378,0.19969664880458,0.131727481920309,0,0,0.0135277603061205,0.0190838837573271,0.0958393418156894,0.00246946691322308,0.00403599970062633,0.109073237634075,0.114461327665969,0.00196519074833358,0.0864180806019437,0,0,0.371715172355259,0.683448946205454,0.260960385573762
