NAME	Tcells	Monocytes	NK.cells	B.cells	Neutrophils	Macrophages	Plasma	Eosinophils	Mast.cells	Dendritic.cells	tDC2	tpDC	tDC3	tDC1
ATG4A	1	1	16.9681557576585	1	1	1	21.8045858279617	1	11.4165721412826	12.1127031827919	1	1	1	1
ATOX1	23.4638079164093	58.0390890244599	44.5163926205871	15.2672910989359	25.189680841244	195.383701436625	43.7599636850204	21.6494739915101	45.446183435688	103.198114860905	130.808252436345	1	378.914354079385	1
ATP10A	17.1261683812024	1	42.9383819165071	1	1	1	1	1	1	1	1	1	1	1
ATP13A2	24.3896595058629	24.334313821076	30.5648683412522	1	1	23.5367225334556	1	17.8748213798487	21.8242241389268	17.670417092432	1	164.516459371625	1	1
ATP1B1	38.0117168928685	130.479873115172	1	22.2249653148568	1	121.796803568502	27.8597412245017	77.3818668756308	484.288995417005	222.989988622054	113.666641178583	1	1	181.466462999031
ATP2A3	16.3525535191582	1	19.6262699894011	25.6845328919209	23.5163694300954	1	17.0339195626384	1	1	1	1	1	1	1
ATP5H	66.6053109507102	88.5292388518781	66.9262855005644	33.8878731472718	30.9288211829681	77.6301122042092	36.4666069618795	54.1561884685874	94.6073999600105	97.770851967242	154.652058578017	1	1	1
ATP5O	105.064217901697	117.923357252827	109.576167250238	110.552255245183	17.5910898565462	109.041558529558	73.4347777913079	41.5293107284479	116.527951123083	113.337089851601	129.293863208994	1	1	189.88866520394
ATP6AP1	59.4702332285474	145.752574041104	96.700715396545	41.8670748594282	104.195118982372	408.164676001435	64.3782102377007	49.5953052656894	131.966507604105	238.476295329582	262.208172916251	1	1	96.1119554972757
ATP6AP2	106.458907105941	263.778710415442	154.64710515884	72.6370965094984	130.739633652123	388.200016512199	54.938545122129	111.02732584794	178.396559503108	284.569499303439	365.082895546587	165.824518150693	1	1
ATP6V0D2	1	1	1	1	1	62.5921771290107	1	1	1	1	1	1	1	1
ATP6V0E2	32.9908354013889	1	24.5407495184523	1	1	16.8543484505104	1	1	13.0300130430022	13.5765903390641	1	1	1	1
ATP6V1B2	44.9260353734875	226.173956199852	52.0809761429447	38.9835745480464	527.985845263801	274.41028375654	1	75.8830915825329	44.902895586694	276.011544513097	295.573798725396	1	1	1
ATRAID	47.8274949940679	66.5209198807925	71.885202138005	35.3055339486271	1	66.768198696276	92.2670975594472	58.687585128569	81.2625885945552	63.7274370028155	1	1	1	1
ATXN10	57.4226788725154	63.3659569212326	66.7570421283851	46.1430694036456	1	47.0594929929037	32.1275128284212	59.2051252403829	147.572378983176	81.597436192584	156.471823886985	1	1	1
ATXN7L1	23.2961539974892	14.8299376491042	24.9071493581548	1	1	1	1	1	1	1	1	1	1	1
AUP1	63.1361939966872	110.114935921462	121.353807455203	52.7913424479915	25.9909089170904	114.975329541668	116.090311336951	36.5376329714406	104.817069328827	107.54412173226	1	1	1	166.559591614737
AURKA	1	1	1	1	1	1	1	36.2964401262428	23.1571717500887	17.2105850317069	1	1	1	1
AURKB	1	1	1	1	1	1	1	1	1	19.0572484589706	1	1	1	1
AUTS2	106.615033583191	17.948662759245	191.205069894089	24.5306237671275	1	1	1	35.1811231954439	42.9985463757996	26.8211704244772	1	1	146.204269787891	1
AVEN	1	1	1	1	1	1	15.210488198279	1	12.0493324373575	1	1	1	1	1
AVPI1	32.8369088902598	60.7014391828393	1	1	1	107.242162377343	1	19.5634832843989	33.1505637900159	142.663073081911	147.456517686686	1	1	143.769865112253
AXL	1	18.6617172867517	1	1	1	59.4063118815547	1	1	1	246.657443291968	589.868734637466	1	1	1
B3GALT5	1	1	1	1	1	1	46.2598655196719	1	1	1	1	1	1	1
B3GAT1	1	1	57.6436301866029	1	1	1	1	1	1	1	1	1	1	1
B3GNT5	1	75.2837295098523	1	1	148.425570414855	86.6009082918378	1	101.90239094704	121.357436850923	166.866370111694	238.336378790386	1	1	1
B3GNT6	1	35.6224268241437	21.2570342010167	1	36.9139992533344	1	1	1	20.0858801724907	1	1	1	1	1
B3GNT7	1	26.3132096807847	141.565271938743	26.6872954954757	1	78.1429183887581	1	58.3495416452002	46.3754443012786	49.3397341116233	1	1	1	1
B3GNT8	1	1	1	1	38.1622846719724	1	1	1	1	1	1	1	1	1
B4GALNT4	1	1	1	1	1	1	1	1	37.3342794652978	1	1	1	1	1
B4GALT1	208.798416554392	196.139373400164	207.800957377667	201.860825132096	122.156663912202	242.487807859514	33.4799778001548	138.709513581394	240.998948207629	276.552205225468	193.361229130892	836.909490732145	1	256.813117085582
B4GALT2	1	1	1	1	1	1	1	1	44.0341075688095	1	1	1	1	1
B4GALT3	30.0070877610717	21.8375094687952	57.7420901377839	30.877633752388	1	22.6519017504728	77.4702726522865	63.0181464122255	45.1873972019017	21.6206918420566	1	1	1	1
B4GALT5	44.5910203170035	108.623922438358	77.099360519159	15.2973627857098	268.27101125103	104.611816577432	1	240.661403752572	218.395746440984	75.7651439363248	1	1	91.7177339816692	1
B9D1	1	1	1	1	1	1	18.1619477751027	1	1	1	1	1	1	1
B9D2	1	1	1	1	27.1454074600305	1	1	1	1	1	1	1	1	1
BAALC	1	1	1	1	1	1	1	1	58.9970541281705	1	1	1	1	1
BACE2	1	27.5452845926066	1	16.3733658938845	1	1	1	200.869307516476	184.737180042785	34.3358633962616	1	1	1	1
BACH1	52.2222252416002	116.345056902641	35.5377634551142	157.763857498689	202.806134930117	57.9815974768912	90.4902020910218	71.4025516272703	42.219170734829	71.8761086884983	1	1	1	139.652138077985
BACH2	53.2198557662161	1	46.3157961843897	72.1072700540918	1	1	1	1	1	1	1	1	1	1
BAG1	54.4688719551019	92.6392779374107	75.2263447573287	63.300444819986	37.7258599425701	74.1804546518463	45.2488586600937	53.0230239325226	169.209698038127	102.403179757038	1	282.151520166628	1	1
BAG2	1	1	1	14.8028880643881	1	1	1	15.899835550998	17.6105692456853	1	1	1	1	1
BAG3	54.1527361893608	90.3022165554648	1	22.8280396271331	1	140.569172645479	73.1951166833137	658.333714772718	229.804768877397	156.573523087459	1	1	1	1
BAG6	67.570019612368	88.8530452594725	73.182338449466	74.0505743861051	56.6427406169389	94.8902769594842	32.9388230096371	89.5201272787597	106.642070550517	92.7570517470938	112.391319972415	1	1	1
BAIAP2	21.407164775831	46.0012871266989	18.5954737102328	1	1	93.6681233074933	1	37.2711519010209	84.1414967741672	97.9154161685824	238.452345786082	1	1	1
BANF1	56.6037874152898	73.7307301786728	81.5284431687323	90.7776847948222	1	72.9828269449777	30.2778496409558	49.850800153751	114.997063765005	95.0669028428818	171.285353504623	1	1	96.0091427103154
BANK1	1	1	1	339.741639166438	1	1	1	1	1	1	1	1	1	1
BARX1	1	1	1	1	1	1	1	1	89.7768668414609	1	1	1	1	1
BASP1	26.9030395560643	658.35589584526	34.333316891006	558.39951783155	3690.43339643632	1024.24286358004	314.005838524941	659.249536840186	272.311524900187	822.090157821434	868.447308103893	1	2681.64161128925	1514.20679151165
BATF	94.7450504117556	26.4091260641192	76.9293596107973	1	1	17.2836314164855	1	60.2961779713014	30.3749001576129	21.7603590273998	1	1	1	1
BATF3	1	1	1	1	1	1	1	1	1	1	1	1	1	108.933159523207
BBS1	1	14.4580750162716	16.6176739247142	1	47.6146395930927	1	1	1	19.2205624426238	1	1	1	1	1
BCAR3	1	1	1	1	1	1	14.2559967903481	1	1	20.3047852800539	1	1	1	1
BCAS2	155.351615349241	66.8092099761274	46.4280832212163	174.449153048226	77.0416625088828	69.2251754939678	109.286369288937	186.305037476897	83.5771501342271	87.4672872115244	1	172.403648370503	1	1
BCAS4	40.5190321104771	66.8893048520457	77.3523814971446	98.4031978787619	108.689684375734	38.080408361486	1	30.3897101892591	37.4677410668571	25.8771833755262	1	1	1	1
BCAT1	1	62.1476855779322	1	1	1	155.744500567627	1	38.6910756253566	30.6848275816677	137.857088650768	1	1	1	1
BCL11A	1	38.0300442287058	1	196.93587795824	1	45.7462655113882	1	35.0337072712505	39.5202312068203	24.4437618054045	1	567.827378277684	1	1
BCL11B	582.910099459563	1	224.053676426368	1	1	1	1	41.3627538841995	29.9589115409347	14.9571536906679	1	1	1	1
BCL2	117.954455417133	19.8203817797761	68.2885114709911	110.122773288772	1	17.3025908694741	28.8148296698573	26.3655208715801	31.985815280245	35.5377467200089	1	1	1	1
BCL2A1	23.3552221352251	157.343058534308	17.7481791553665	71.325523809407	1066.75122886417	258.123553416909	1	703.02255314998	92.0853373175868	194.913682927427	280.989454238102	262.671931593388	470.228204746911	181.910882178612
BCL2L11	108.005295865647	53.7144982403941	50.2537955192919	161.654259171146	52.8963433142255	44.6971870471972	243.084696424638	119.014152970561	46.0655269134782	68.5041640813336	1	508.12823081088	327.272446605708	146.080117993676
BCL2L13	26.5662565402203	44.7835832198355	40.1158793089228	22.8612965398482	28.2771206584923	37.6533697615052	1	31.8687509235573	72.3688824048782	42.3283555661133	1	154.262799582827	1	1
BCL2L14	1	11.0281853503668	1	1	22.1543425781416	1	1	31.8425917561578	1	1	1	1	1	1
BCL2L2	1	15.2370535607447	1	1	1	12.72331014206	1	1	50.0674103221005	1	1	1	1	1
BCL6	83.2114190878477	138.612940935589	42.6542209714628	100.914326357588	686.077128064497	115.695098551597	39.0505923668102	124.400932539869	85.2826891699889	101.804754969823	1	1	114.432342266372	368.317149447086
BCL7A	1	1	1	1	1	1	1	1	44.1571826195127	33.5682011605195	1	1	1	1
BCL9L	54.510173620758	19.5035548938219	82.181883884509	31.4283763200488	1	1	1	30.8900501604405	35.3622001334123	30.1401603038709	1	1	1	1
BCOR	51.3487200951334	18.5021186326388	22.5978738704404	22.2782117948838	1	1	1	57.9470889908366	47.8062144245032	15.9573249465474	1	1	1	1
BCORL1	16.2295576138884	1	1	1	1	1	1	18.0882842815904	1	1	1	1	1	1
BEGAIN	1	1	1	1	1	1	1	28.0709904546	20.1379037277622	1	1	1	1	1
BEST3	1	1	1	1	1	1	43.4979320098689	1	1	1	1	1	1	1
BEX2	25.6114949464244	1	26.1043365679725	26.2616253918338	1	1	1	1	39.3521862687709	1	1	1	1	1
BEX3	32.6283031730191	25.7519090239901	1	1	1	54.3281481750917	1	1	103.686641560877	39.469296828561	1	1	1	1
BEX5	1	1	1	1	1	1	18.6411220479641	1	1	1	1	1	1	1
BHLHE40	90.6807162842649	58.8694336674235	96.6073671848683	21.5032872040054	74.8916208518873	102.478458857306	19.5584071306043	428.778048574463	188.374691416658	135.556062910955	227.58787473208	436.446281854503	396.119187043256	1
BHLHE41	1	1	1	33.7868153253529	1	49.5271115126288	72.0716772271627	19.6217497028995	1	28.8022604698942	1	1	1	1
BICD1	1	1	1	26.515863442645	1	1	16.6660630031522	1	1	1	1	1	1	1
BICDL1	69.1080047781072	1	23.6755609763848	1	1	1	1	1	23.8271195586366	1	1	1	1	1
BID	36.4975532068637	169.558448344702	72.2388981774628	16.4707104300326	326.588194677438	103.770163604413	34.8854035404715	114.216242382667	69.7305294952974	166.09679644744	156.416053052126	430.667733608536	162.197336942745	289.002669480177
BIN1	77.9552282506277	21.0773800527202	141.148124418236	68.0285162413451	1	20.7739219984294	1	16.373631523679	1	26.5886955772917	1	1	1	1
BIN2	103.039231258789	168.726963439919	476.703476958075	26.0737106673873	384.551607872843	46.8015160696939	33.3650894223041	72.6803012988927	22.7183727864606	42.7569670490343	1	1	1	1
BIRC2	67.05743511821	49.5707818863748	64.1450684125539	38.9629700690761	58.0843658403565	40.5744933591285	20.4983384413034	76.3584463533533	59.4284548044129	42.465553006137	1	1	114.029675619634	1
BIRC3	1325.35887392134	326.321628989328	235.64173738776	871.068297471858	58.1210934077357	263.167685338636	777.531545967869	1842.60733625594	683.425943753282	435.59185488844	311.469755351482	366.134991996049	9101.13819825944	710.31989737972
BLK	1	1	1	152.911568506557	1	1	1	1	1	1	1	1	1	1
BLNK	1	1	1	54.6920630160563	1	1	65.6199125249321	1	1	1	1	1	1	1
BLOC1S3	1	1	14.4449862405121	1	1	1	1	22.6020731906182	1	1	1	1	1	1
BLOC1S4	21.7992400537771	18.158269017008	56.4129840321781	16.034919294216	1	1	1	1	13.243802708228	1	1	1	1	1
BLOC1S6	66.169257168232	108.747801618606	73.8142262566152	71.6116290497772	84.0988681174297	96.1725289895709	70.1783734534529	100.94293747632	83.6324342709597	113.580876606033	232.177773555407	1	93.9631443734846	331.091926746359
BLVRA	1	48.7372005911213	18.3619467226648	1	1	56.5964640218952	1	18.7679259695647	61.7297280565559	40.9874225288182	1	1	1	1
BLVRB	1	86.6696218382887	1	1	1	141.003506969624	1	16.6900902620172	37.6867405704538	54.7582923148421	1	1	1	1
BMF	1	25.0030408576933	1	19.8040087765886	1	27.7911368454805	24.5346462804755	1	1	1	1	1	1	1
BMI1	67.0478287259461	34.4001657665447	54.8009183520325	49.4437019133847	1	30.0969957168137	84.8397241144699	85.7999442840621	75.0114255319722	39.1779425304873	1	1	1	1
BMP1	1	14.7636400599229	1	1	1	1	1	1	1	19.19109869389	1	1	1	1
BMP2	1	1	1	1	1	1	1	1	36.0284121270356	1	1	1	1	1
BMP2K	1	63.0311604806423	1	52.0018310395432	48.3185822881511	117.023032005372	14.3707617965921	230.952747429448	121.044709492297	90.831323507116	1	1	356.044106372768	1
BMP6	1	1	1	1	1	1	13.0214211894192	1	1	1	1	1	1	1
BMX	1	1	1	1	28.2433256568769	1	1	1	1	1	1	1	1	1
BNC2	1	1	46.2591115218196	1	1	20.9377205990226	1	1	1	1	1	1	1	1
BNIP3	36.1130500310041	38.8251049684629	23.8668718704655	17.6691741991535	1	44.5094500907971	24.4464530796336	85.1064061610848	300.890319913363	56.6450873528568	1	1	1	1
BNIP3L	72.0849874359308	269.439397003015	72.3178610982235	69.8456557994981	375.729169867603	264.482338136431	50.3933081775474	392.278917546906	187.958854309341	194.977212769061	212.431757128582	1	1	1
BOD1L1	94.145347999753	109.918317092044	121.911662802453	139.79736559131	407.205646655473	53.0004275459176	26.4706567495738	144.392485094529	50.8154288978997	40.5756677517663	1	1	1	171.032007781991
BOK	1	1	31.9459982782291	1	1	1	1	1	31.6064108595194	1	1	1	1	1
BOLA1	1	1	20.8302538800983	1	1	1	1	1	1	1	1	1	1	1
BPIFA1	1	1	1	1	1	1	1	896.875953318501	2873.31396541428	1	1	1	1	1
BPIFA2	1	1	1	1	1	1	1	1	32.0237592811356	1	1	1	1	1
BPIFB1	1	1	1	1	18.3968034262983	1	1	1	33.617802597338	1	1	1	1	1
BPIFB2	1	1	1	1	1	1	1	1	104.357310057126	1	1	1	1	1
BPTF	227.473932878555	131.104554606817	323.715297940927	194.358766891407	101.86355106567	96.4769441817323	49.5353612911469	108.898639885474	118.292956088351	96.2825814452867	1	246.152284639149	1	1
BRCA2	1	11.9047489971249	16.8523113959299	1	1	1	12.9829151818614	1	1	1	1	1	1	1
BRI3BP	42.9862334737819	73.2380649536522	41.3592922004959	74.699218347198	61.315113830419	47.0089513805158	29.1837017273446	48.7786037295711	68.6464504973363	64.7342616524702	111.89040735356	1	1	1
BRPF1	1	19.336379580147	52.0036196358908	20.8534220006828	1	1	1	1	1	14.6359954827387	1	1	1	1
BRSK1	1	1	1	1	1	1	12.9878552621062	1	1	1	1	1	1	1
BSCL2	17.3064466999772	33.6808538545288	25.0031264634059	16.5910938396489	1	52.4175752821987	89.6400901880674	1	33.9924150735384	25.7878089099569	1	1	1	1
BSN-AS2	36.8069817983723	55.9952563059354	44.9950348156842	43.6005281054563	126.627606458999	39.0468146276773	13.2680523284485	85.9760519037592	34.1934634747375	33.6133770541213	1	155.720920085377	1	1
BSPRY	1	1	1	1	1	1	1	35.6248980668502	26.4361305494029	1	1	1	1	1
BST1	1	98.5606549958767	1	1	141.41161566423	45.6247753503179	1	1	1	17.431205912871	1	1	1	1
BTD	16.7982382730522	12.6964149435298	16.8979918195514	1	1	14.0323391497067	17.5078209324144	1	1	1	1	1	1	1
BTK	1	84.6891693470191	1	124.956514762152	32.4865991237494	81.5448948573824	23.9878653940313	116.763219737038	69.6539444464372	67.3367758939979	152.7725664276	1	1	1
BTLA	17.0656736727625	1	1	1	1	1	1	1	1	1	1	1	1	1
BTN2A2	1	16.767946155413	20.923823593867	30.2000005729972	1	23.1328317847259	15.1441075543653	24.5211953257951	24.1634373414013	22.3900395155392	1	1	99.501451105029	1
BTN3A3	22.4213154698341	1	40.5395673765946	15.2053204168838	1	1	1	15.4267259185538	1	1	1	1	1	1
BTNL8	1	1	1	1	34.7716067008591	1	1	1	1	1	1	1	1	1
BTNL9	1	22.0266595431281	28.6741325129596	33.5569899171599	36.3249512976368	1	1	68.9637278972094	13.330492179877	49.4660770668335	1	1	1	1
BX324167.1	1	1	1	1	23.2968541335523	1	1	1	1	1	1	1	1	1
C10orf10	1	1	1	1	1	1	1	79.3308343550859	40.4722513463188	107.571302894152	1	1	1	1
C10orf128	1	1	35.7521583404823	23.8243286862918	1	20.3285174187663	1	46.388625915781	1	24.7621100792003	1	1	1	1
C11orf21	1	24.8267094020235	60.5818946364994	1	1	1	1	23.2825356863396	1	1	1	1	1	1
C11orf80	1	1	1	1	1	1	28.7789890034381	1	13.568935429839	1	1	1	1	1
C11orf96	1	122.379536166604	1	1	1	1	1	188.933852594184	195.094098744592	97.8280345994472	1	1	1	1
C12orf54	36.8972217832015	18.6627389347549	22.1833896237219	36.2703624920186	1	1	14.0236071252818	1	16.4255541355901	14.6234258344195	1	1	1	1
C12orf57	264.600424372035	47.7628155717945	117.153642707517	111.861338989759	1	41.1027187280856	91.6641253647196	109.011500480247	112.6630120132	43.84395732411	1	1	1	1
C12orf75	36.292572352946	1	122.147436510366	20.3388609712305	1	1	1	20.8089167931395	95.6230197982899	38.150114092251	1	580.162726177219	1	1
C14orf37	1	1	1	1	1	1	1	23.5158825243401	1	1	1	1	1	1
C15orf39	1	43.7702094468248	43.0213283475695	28.3613028662557	131.404393023018	1	11.8671080146042	27.2235534099236	14.8146302780513	18.8728732425271	1	1	1	1
C15orf48	1	122.272367561623	1	1	206.458803686586	149.834626977881	1	322.478790244835	26.1136933373089	466.411770516183	821.38175754443	1	145.383293229617	271.824813373174
C16orf54	86.3999710687365	42.6509919154047	166.462423518335	54.4631231223593	173.249327513696	1	82.8047297224424	52.8632938474364	1	1	1	1	1	1
C16orf74	1	1	1	1	1	1	18.5511340542142	1	1	1	1	1	1	1
C17orf107	1	1	1	1	1	1	1	19.6319509606842	1	1	1	1	1	1
C17orf49	102.545254848094	78.9662012475097	136.99924681206	41.730294574689	50.8500929883906	77.1608823139035	22.4189640694918	39.7361683480929	79.6195397394908	119.821251880203	195.394762208702	188.148206575333	670.006404922126	171.034736677963
C18orf32	62.1642988336754	90.3272923398133	70.9139464692624	61.8143943517607	171.065452345156	89.1608665950538	51.8143522005232	57.3245461363127	123.123627862949	80.4753192570744	119.707726589358	1	1	1
C19orf38	1	106.798907718312	1	1	82.3576518140406	15.5726327550299	15.1300701952757	1	1	19.7428442015241	1	1	1	100.67069937216
C19orf48	1	1	1	23.5470763873968	1	1	1	1	1	1	1	1	1	1
C1GALT1C1	1	19.3394958011536	1	1	1	19.0477522749921	23.7042544883767	1	15.7417227212353	20.6788819483929	1	1	1	1
C1orf115	1	1	1	15.3128761135989	1	1	1	1	23.3072157973243	1	1	1	1	1
C1orf116	1	1	1	1	1	1	25.4327099803126	1	1	1	1	1	1	1
C1orf132	57.7725011659039	52.5994189180363	33.6830477055603	372.267795260741	65.1453929955617	43.2165695092942	178.023097937536	70.0034166676922	22.5482364351366	58.1981251143044	1	1	1	1
C1orf162	32.1487967747774	242.114803622749	109.380915634183	25.1574742889572	74.9466225627766	201.336767820359	1	113.073370503833	41.5185288427484	188.4666514788	273.670128255319	1	1	390.728943206898
C1orf186	1	13.5515047024969	17.8120511180773	53.6611528615385	20.752559415722	1	44.7230058151994	178.662593943204	146.40723838293	1	1	477.78298676837	1	1
C1orf21	1	1	142.088331647002	1	1	18.5347333687951	1	12.15015922974	40.4778782263138	31.8913619523352	1	1	1	1
C1orf54	1	1	1	1	1	29.944008286293	1	1	1	39.0600240236963	1	1	121.416127617914	490.56367293865
C1orf56	1	1	18.6449685277695	1	1	1	1	1	1	1	1	1	1	1
C1QA	1	79.5655885094532	1	1	1	2253.30843718887	1	77.2597830270868	1	906.090742841438	1310.01445604166	1	1	1
C1QB	1	38.3423875764019	1	1	1	1841.23549245502	1	1	1	732.201353583195	972.81820570311	1	1	1
C1QBP	55.8868329133276	53.8384867673606	75.2706697130022	43.4110522923617	1	50.7009827233529	29.0932500671279	34.7119505422943	168.379091659853	84.556164815396	1	1	1	199.455975645007
C1QC	1	1	1	1	1	639.780194836381	1	1	1	217.547958590601	513.384920076103	1	1	1
C1QTNF2	1	14.8052489114734	25.8544436794364	1	44.0459719513609	1	1	33.0761155545269	1	1	1	1	1	1
C1R	1	1	1	1	1	1	1	1	59.8996078218611	36.075971506423	1	1	1	1
C2	17.1616317102277	53.5567219350079	29.2965003691851	17.610291295023	44.9026970413877	230.680419647115	1	18.0581184972064	73.9765400850575	50.8854896814172	1	1	1	1
C20orf194	1	33.5407010508917	18.0319342542164	1	1	60.4092314763545	1	16.2940767885393	17.7484282842296	35.9248841252336	1	1	1	1
C20orf27	1	39.344005619931	1	1	1	27.152238286855	1	24.0564279905193	19.6865083545332	37.0936682186777	1	1	1	103.134746661745
C20orf96	1	1	1	1	1	1	1	31.9396499368226	1	1	1	1	1	1
C21orf91	37.3459073972281	18.1130880873551	48.8049434005582	15.7888471105965	20.9362920904143	1	1	97.6374017226303	46.0832981212753	16.0200390876437	1	1	1	1
C2CD4B	1	1	1	1	1	1	1	1	66.945807035902	1	1	1	1	1
C2orf69	59.0621013591026	30.7198977901945	53.1923268088397	87.7081265914138	1	40.5986004907443	12.8660785701038	87.0405390097495	47.7019338255585	45.64163201339	1	1	1	1
C2orf88	1	1	1	1	1	1	13.5590867007247	1	1	1	1	1	1	1
C3	1	67.3538789569093	1	1	1	61.6759019795351	1	39.9088549471534	59.5201807914847	99.3317860814252	1	1	1	1
C3AR1	1	93.8077671234697	19.1610530701754	1	127.812043116447	159.864721434553	1	119.806148425642	1	90.8157627302279	1	1	1	1
C3orf58	44.9814948321836	56.7577624996774	39.7967138723476	47.5824271565046	1	43.7210032635938	18.4717368944344	70.0573072509264	73.4604611417828	53.3408192325009	1	526.916613722537	1	216.24054226362
C4BPB	1	1	1	1	1	1	1	1	77.3593215451439	1	1	1	1	1
C5AR1	1	441.780190813457	1	1	940.004147587286	394.423853149716	1	167.523438837864	1	168.389762640974	1	1	1	1
C5AR2	1	77.2763239092014	23.4936684711955	19.6951379398661	299.071623019715	50.5123285487648	1	23.2429215834501	13.3045920767031	31.0843467033892	1	1	1	1
C5orf56	41.470279485706	30.7656017173645	343.620429755774	21.1401627150425	39.3079422883814	1	58.4272927403303	41.5223161379128	14.9002151089202	20.7131420268702	1	1	1	1
C5orf63	1	1	21.8077444713281	1	1	1	1	1	1	1	1	1	1	1
C8orf49	1	15.3625851647989	1	1	58.9028268173627	29.147130438128	1	1	1	17.4591585998992	1	1	1	1
C9orf139	1	13.4249250651647	1	1	1	1	1	1	1	1	1	1	1	1
C9orf3	1	15.5958448721787	1	1	1	1	1	19.5253975763936	52.1374671739832	1	1	1	1	1
CA12	1	21.5863650763354	11.9233820095248	1	40.7966799805403	30.3434463629191	1	1	138.843743704885	21.5763106689794	1	1	1	1
CA2	1	1	1	1	1	1	1	36.2065153582578	1	20.156213234378	1	1	1	1
CA5B	46.7436191177055	23.9425561614135	62.2711135377483	21.4970397779435	18.9155658343349	1	1	18.2548493750577	1	11.9588912962812	1	1	1	1
CABLES1	1	1	1	1	1	27.9615223300368	15.2948364598876	1	1	1	1	1	1	1
CACNA2D2	1	1	31.9901113053399	1	1	1	1	1	1	1	1	1	1	1
CACNA2D3	1	17.7425050130418	1	1	1	1	1	1	1	14.9830427283686	1	1	1	1
CACNA2D4	1	38.9706140548205	23.9219193912383	1	1	21.4469088270104	1	16.2855556166516	1	29.550060889618	1	1	1	1
CACUL1	38.7078506536743	87.7126157443797	81.6639582340793	55.681816315538	182.707907884602	107.540185722557	17.3387883207733	51.9929901020693	62.138265424408	102.078537263193	194.295680126777	1	1	1
CADM1	1	1	1	1	1	28.2978876903851	83.0646543149646	23.6285483798116	75.8159878826497	26.5770573181758	1	1	1	406.918228886873
CADPS	1	16.4646172416958	12.2205309431114	1	1	1	1	53.241335541357	61.004950006307	19.8766103195661	1	1	1	1
CALB1	1	1	1	1	1	1	1	1	29.6188579166307	1	1	1	1	1
CALB2	1	1	1	1	1	1	1	31.1281544179137	35.8920264040884	1	1	1	1	1
CALCA	1	1	1	1	1	1	1	209.331665909199	631.502549333395	1	1	1	1	1
CALD1	1	1	1	1	1	1	1	1	1	44.0113817534694	1	1	1	1
CALHM2	1	31.0433276544218	55.0064677931024	1	1	19.9152129790836	1	1	1	1	1	1	1	1
CALHM6	1	108.696095059371	28.6053517291451	36.1425143524467	44.5693892381203	60.0923913722213	1	57.3317354020599	1	187.271161196199	268.3903931904	1	1	233.359060266355
CALML3	1	1	1	1	1	1	1	1	72.6098194930969	1	1	1	1	1
CALU	29.7549705213552	65.1211293150388	29.8745603099364	21.5943500988682	1	158.555850375872	121.441290017132	44.8382713301453	119.048898907651	90.2908946870962	1	1	1	1
CAMK1	1	60.2796627664569	1	1	1	60.2556311878712	1	14.2474887205047	1	134.05649753112	1	1	1	1
CAMK2N1	1	1	1	1	18.3698214259886	1	1	19.1688880452252	1	59.1692444502509	1	1	1	1
CAMK4	85.7325570147213	1	1	1	1	1	1	1	1	1	1	1	1	1
CAMP	1	1	1	1	49.8454936257987	1	1	1	1	1	1	1	1	1
CAMTA1	39.6435396087211	66.909472721233	34.5149380314314	37.1193752429034	1	57.45323592068	30.7060671330212	65.4596379761093	73.6284961739775	105.947003385397	113.266573663874	1	131.267614445008	126.624559365572
CAPG	36.2635113969588	138.938944629182	1	61.5498796269288	33.1115769554332	532.379044421355	1	94.0137704915093	55.785356461419	307.03872409744	367.255459035001	1	192.581013054838	1
CAPN12	1	1	50.9830123660157	1	1	1	1	1	13.8343378651822	1	1	1	1	1
CAPN15	44.3356795671448	55.7118863718139	139.686092102329	86.8757971544903	84.9979251333859	24.6508173810733	1	26.2795916430895	16.1445630804203	19.3116186237165	1	1	1	1
CAPN7	23.7250929835558	24.0717444575889	22.0298576236669	28.0634991224147	1	16.5115558812743	1	1	15.702572822379	1	1	1	1	1
CAPN8	1	1	1	1	1	1	1	1	34.844078171167	1	1	1	1	1
CAPRIN1	64.1689901257857	89.2056654293519	84.9837061217419	50.1547325338632	33.1034306345279	89.6994460795953	28.6908101711324	50.8318708360527	120.040726186968	101.33418465376	111.418708355419	161.703797376549	1	1
CARD11	67.9016250172984	1	195.478220419399	73.0062964928559	1	1	1	52.4289611554578	17.3337273276787	18.5590700847105	1	273.330105156956	1	1
CARD16	47.332273818374	100.410935440478	87.0932964959354	1	193.183908050223	32.4255346045286	1	78.3041074393281	1	49.4317619793723	1	1	1	1
CARMIL1	1	1	1	1	1	1	18.9035412943155	1	24.8262253487303	1	1	1	1	1
CARMIL2	16.2054956507415	1	1	22.4306690887161	1	1	1	25.588518215086	1	1	1	1	1	1
CASC6	1	1	23.6734752355041	1	1	1	1	1	1	1	1	1	1	1
CASP1	41.1305260890598	169.719542243997	99.0671834573131	24.6316310409188	112.481782626722	60.3768569566524	1	47.7812204242002	1	77.4153436746961	91.1821246851031	1	1	1
CASP10	1	23.7251795693171	44.3539472817878	20.9678726845461	1	17.218784818241	48.8480738618178	1	16.3392024428097	13.1692032362435	1	1	1	1
CASP7	1	21.2279469072538	22.5065191821456	14.9301366492074	1	23.9887383699035	12.1167642734779	1	28.7341934536181	19.1055310810189	1	1	147.928868211319	1
