NAME	CD4.memory.activated	Monocytes	CD4.memory.resting	NK.cells.resting	B.naive	Neutrophils	Macrophages.M2	Plasma	CD8.cells	T.cells.CD4.naive	B.memory	NK.activated	Eosinophils	T.cells.regulatory	T.cells.helper	Macrophages.M0	Macrophages.M1	Mast.activated	Dendritic.cells.resting	Dendritic.cells.activated	Mast.resting
KDM4C	1	16.2859588799402	1	32.3320410413258	1	1	1	1	1	41.0748975948788	30.5146696636127	53.8238179178155	1	1	1	1	29.7298367723619	19.1767007471983	1	1	1
KDR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	86.7374020012163	1	1	1	1
KHDRBS3	19.1430984067911	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23.270819530659	54.0903715545155	1	30.5129504346071	1
KIAA0408	1	1	1	1	1	1	1	1	1	22.2207542250521	1	1	1	1	1	1	1	1	1	1	1
KIAA0513	1	60.3169881080222	1	1	1	82.6367685488398	26.8311182791449	1	1	1	1	1	1	1	1	23.8147014134663	1	1	1	20.5274370519469	1
KIAA0895L	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	27.7379195249224	1	1	1	55.3756894958815
KIAA1024L	1	16.7924496954128	1	1	1	40.7961336803908	1	1	1	15.571485433411	1	1	1	1	1	1	1	1	1	1	1
KIAA1217	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	56.2073232355082	24.4953469648034	1	35.2621468433109	63.4827410465595
KIAA1456	1	1	1	23.4862660421123	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KIAA1522	92.21507713907	40.3284469546719	1	1	1	1	1	1	1	1	1	1	60.0168161924092	1	1	36.8735905523981	1	169.210574443264	21.7128689905315	40.596615577506	157.593623821474
KIAA1549	29.4366071304713	1	1	1	1	1	1	1	1	18.2629373978954	1	1	65.5392507038796	1	1	1	1	72.0457567979071	1	1	1
KIAA1671	102.072751796002	1	1	28.4067765566455	1	1	1	1	51.2190317889366	1	1	96.2323315762122	1	1	40.3572984270618	1	1	39.8251121978627	1	1	64.1312235594573
KIF16B	1	1	1	1	1	1	25.9916221976134	1	1	1	1	1	1	1	1	21.2076988827354	1	1	1	1	1
KIF19	1	1	1	1	53.9211131201252	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KIF20A	52.0131725299259	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KIF20B	58.1780475913907	1	1	28.5635122038706	62.2568054150109	1	1	1	1	24.0109108672569	1	38.4841496979745	1	52.0403531734602	34.2908190284805	1	1	15.952894646535	1	1	1
KIF21A	99.9561803862768	1	38.7746881369556	55.718119776528	1	1	1	24.5785670689164	46.0457111222002	1	1	110.224298576166	1	37.4466065073844	54.3778813169512	1	1	42.4204869837792	1	1	52.6419940161003
KIF21B	1	16.8560700874159	85.8917910938767	149.566172132961	1	59.4809963020504	1	1	132.431028564266	72.2954284562593	36.3981329881034	127.204357043927	41.132845974457	55.4514927230053	73.6299920302074	1	1	20.5465748975844	1	1	1
KIF22	57.0225241227001	28.922399358755	1	24.5652843711099	1	1	1	1	27.7561434564953	22.7547781937075	1	24.9053725154699	1	1	36.0824665831124	20.3773416557662	1	1	22.5942538399835	1	1
KIF23	30.1320659339108	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KIF26B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	67.0918629793305	34.0192569388211	1	1	1
KIF2C	45.730615539415	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KIF3A	1	1	32.2578363225011	35.7212007068781	1	1	1	1	34.0885989255568	21.9227008179441	1	53.7692367867092	1	35.7554139276623	30.2526767865297	16.5535823811723	14.1565415787157	30.8653395460987	1	1	1
KIF3B	32.4444542292617	21.4993927105566	26.6030663278857	25.9485774996777	1	1	1	1	1	1	1	1	1	32.3698624212042	1	1	35.4022953097643	28.4152844374772	1	1	37.2678299658373
KIF4A	25.8834333120094	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KIF5C	1	1	1	1	1	1	1	1	1	1	1	28.416471070044	1	40.7093963149968	1	1	1	1	1	1	1
KIF9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31.0909946683545	1	1	1
KIFC1	126.622685454121	1	1	1	1	1	1	1	1	1	1	57.8824687762588	1	1	1	17.7140821072961	1	22.7188665627551	54.0614251774232	42.5984577526744	1
KIN	1	22.0619185086916	1	33.7930734676556	1	1	1	1	1	1	1	1	1	1	1	1	1	17.1952412074631	1	1	35.816469401597
KIR2DL1	1	1	1	39.3082056817574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KIR2DL3	1	1	1	134.164783139554	1	1	1	1	1	1	1	32.0400608591779	1	1	1	1	1	1	1	1	1
KIR2DL4	1	1	1	57.5717472268019	1	1	1	1	1	1	1	186.026210538494	1	1	1	1	1	1	1	1	1
KIR3DL1	1	1	1	57.6540084511615	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KIR3DL2	1	1	1	87.5633957727979	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KIRREL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	55.6557248992972	1	1	1	44.7166023930776
KIT	1	1	1	1	1	1	1	1	1	1	1	22.043656320279	1149.29724103484	1	1	1	1	1625.73887750236	1	1	1
KITLG	27.7737562370651	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37.3912622442494	38.1945767975964	1	1	40.2877557344888
KIZ	1	1	1	1	59.0868327320962	1	1	1	1	21.2100378890707	1	1	1	1	1	1	10.5096480128292	1	1	1	1
KLC4	1	25.8588277216228	1	1	1	1	1	1	1	17.6747198112775	27.1727824516183	57.270789803209	1	1	1	15.3088203577795	1	19.2009823950929	1	16.9283363920743	1
KLF11	33.7625037057733	32.7591627653474	34.4099949840655	22.5021475586873	1	1	34.934491815097	1	1	1	1	63.6834905879783	25.8001780431528	1	1	37.3617346491142	1	37.9296004413685	19.6666138629881	53.1535244840795	1
KLF12	1	1	39.7525914024323	69.7835804569658	1	1	1	1	51.4465696347174	33.2429355517856	29.174776066598	1	1	32.6484951329304	46.8864299725613	1	1	1	1	1	1
KLF16	28.6405874838042	1	31.6659131737402	1	1	1	14.4376853640212	1	37.7433773270239	1	30.9744098278384	1	1	1	1	19.6584838968946	1	23.5799738093256	21.1630977577604	18.6945635550482	1
KLF3-AS1	1	1	1	23.0941340093683	1	1	1	1	1	18.9903906181022	1	1	1	1	1	1	1	1	1	1	1
KLF4	66.2172689538645	374.382015527754	1	1	27.2932769426393	1	704.574531068316	1	1	1	1	1	303.487120344601	1	1	411.820181539532	351.276719409783	232.48860474851	409.615724377648	533.509287675669	114.028319596566
KLF5	193.984000873815	43.8911203565246	1	1	1	1	1	1	1	1	1	1	1	1	1	42.5869492555827	1	122.553160487372	1	42.3649704844735	168.961352316739
KLF8	1	1	1	1	1	1	1	21.6966324990138	1	1	1	1	1	1	1	1	1	1	1	1	1
KLHDC4	25.038958183451	1	1	90.7519706728306	1	1	1	1	1	25.6185726898786	1	81.7255599325473	34.4738021594181	1	24.5658824484274	1	1	1	1	1	19.1712623518025
KLHDC8B	1	1	1	1	1	1	44.6232001957777	1	1	1	1	1	1	1	1	34.0431087413443	26.1395981919946	1	1	1	9.78054327091914
KLHL2	1	26.5847663683904	1	1	1	107.052098300295	1	1	1	1	1	1	1	44.3104906582568	35.628545017672	20.0862797058713	36.7342542097602	17.5386210072143	29.2680176059074	28.9565381919118	1
KLHL22	1	1	1	1	1	1	1	1	1	1	1	1	1	32.7570060886035	1	1	16.7236295388569	1	1	1	1
KLHL23	1	1	1	1	1	1	1	1	1	17.0243675120636	1	79.9696713254869	1	1	1	1	20.2892169870927	29.6252463378323	1	1	1
KLHL35	1	1	1	1	1	1	1	1	1	25.9171726156717	1	1	1	1	1	1	1	1	1	1	1
KLHL40	1	1	1	1	1	1	1	26.6617945161585	1	1	1	1	1	1	1	1	1	1	1	1	1
KLHL6	1	50.2792013418464	56.5867761399301	56.9187765991286	53.6988890889641	50.6963153827988	81.3461909058277	99.5933715968726	51.8329516763424	36.8188979800661	167.195136352715	25.3283585262902	145.421584544313	72.5799114921534	60.5628512994185	57.4401902697068	1	70.7661043320975	42.1823110243216	59.7409985212184	1
KLHL9	1	17.5808526951561	1	35.2696481480383	1	1	1	1	1	1	1	58.7026327755878	1	1	1	1	1	39.009642554928	1	1	1
KLK10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	51.8320870560841	1
KLLN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.9105477357288
KLRB1	1	1	313.205573521888	569.839558464098	1	1	1	1	137.543258139188	24.4301677640789	1	336.666131645266	27.653017585646	101.501882614059	287.721580717583	1	1	1	1	1	1
KLRC1	1	1	1	116.649576266651	1	1	1	1	41.4468205496095	1	1	142.323111413714	1	1	1	1	1	1	1	1	1
KLRC2	1	1	1	1	1	1	1	1	1	1	1	42.5234990229769	1	1	1	1	1	1	1	1	1
KLRD1	29.6194645016465	29.3144004204609	44.5817356184074	1699.30602738136	1	58.9876704816341	19.9918991050457	1	369.275948486506	19.005616368909	1	862.259829822897	79.9837652704422	49.8964235907301	57.4460321688295	17.1837753939575	10.2159645662939	17.5041784121492	1	1	1
KLRF1	1	1	1	928.642718198676	1	1	1	1	96.2351633226247	1	1	225.030908897401	1	1	1	1	1	1	1	1	1
KLRG1	1	1	31.2995739006348	95.1643196221195	1	1	1	1	162.844326815868	1	1	97.3960715225424	31.3789128383967	1	1	1	1	50.9855967497861	1	1	1
KLRK1	49.9239713862536	1	66.7555568021083	429.646099103784	1	1	1	1	389.6466904789	1	1	438.105828856227	1	1	89.2230924269286	1	1	1	1	1	1
KMO	1	20.8186691300069	1	1	1	1	44.9918671016372	1	1	1	1	1	1	1	1	52.4825797763691	1	1	1	31.8006809937078	1
KNSTRN	63.7681363853693	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	22.7843097926394	1	1	49.770593512715
KRBOX4	1	1	1	1	1	1	1	1	1	23.5772162141395	1	1	1	1	1	1	1	1	1	1	1
KRT1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	74.5834253706387	1	1	1
KRT13	253.397248400644	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	120.741390322584	1	1	692.99511658058
KRT14	1051.66144459943	1	1	1	1	1	1	1	1	1	1	1	1	1	1	135.953335477416	1	318.436239488779	1	1	1184.77800878276
KRT15	725.066159024007	43.6110378064379	1	1	1	1	1	1	1	1	1	1	1	1	1	123.493628500474	21.0544116270177	288.200926118143	1	45.2770633507138	1028.31205070206
KRT16	36.2260388638338	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	60.7065355247942
KRT17	3079.38473555744	1	1	1	1	1	1	1	1	1	1	1	1	1	1	631.699824773598	41.99215161866	1360.14366712865	1	233.637635810978	8871.88985911203
KRT18	411.824913550621	141.555076342142	1	1	1	1	1	1	1	1	1	30.9918547186226	1	1	1	65.1485566979607	1	232.660327481	1	110.35335217698	442.972496291005
KRT19	1805.50265971571	295.487786336162	1	1	1	1	1	1	1	1	1	1	29.8642212706984	1	1	438.281934086212	1	946.867219354544	1	360.218516520391	4395.55770912111
KRT23	1	1	1	1	1	104.35121168066	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KRT5	2719.46956168883	1	1	1	1	1	1	1	1	1	1	1	95.9871792137395	1	1	436.791857100983	1	861.494729496607	1	1	5387.99553880316
KRT6A	2505.5716009401	1	1	1	1	1	1	1	1	1	1	1	1	1	1	587.024330410895	1	1248.13584191994	1	1	3590.62175004458
KRT6B	345.319524336021	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	204.539219072348	1	1	409.641997076312
KRT6C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41.4882804796494
KRT7	1	104.499193916282	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	75.6201941775233	1	207.85573662892	1
KRT72	1	1	1	28.1922206248403	1	1	1	1	1	45.0600525405022	1	1	1	1	1	1	1	1	1	1	1
KRT8	872.44887563954	327.195698006615	1	27.9572960353295	45.3547564524393	53.1842292802572	24.1909092242771	1	1	19.2989588645931	1	74.8188154756225	61.1025630259565	1	1	195.789134855912	41.8338120080175	545.275699617976	82.9695320178552	282.436827451732	1219.19172621724
KRT81	1	1	1	1	1	1	1	1	1	1	1	136.306175534507	1	1	1	1	1	1	1	1	1
KRT86	34.1050508465958	1	1	1	1	1	1	1	80.5312418278687	1	1	358.463470538301	1	86.4006809116341	143.754736430784	1	1	1	1	1	1
KRTCAP2	16.8180330187093	19.2386975615314	1	1	1	1	1	48.2394016488575	1	20.4026105215015	1	57.662817470495	32.1734602247566	1	1	15.7064069543817	1	18.8606193542188	20.4463066328491	1	21.299227299774
KRTCAP3	61.8583741215511	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	51.9449114905707	1	1	373.811082620182
KSR1	27.2532073742926	28.6271807412722	1	21.4726224234513	1	1	16.0740809088845	1	1	1	1	50.4974283609033	21.7695109784928	34.490680358164	1	1	1	34.6905193065912	1	1	1
KTI12	1	1	1	1	1	1	1	1	1	1	1	42.8383202101376	1	1	1	1	1	16.7737122138401	1	1	1
KYNU	1	64.6864873786525	1	1	1	1	62.1812202184658	1	1	1	53.3566198073277	1	36.3031657950673	1	1	61.9687265553154	1	1	57.8338362328507	87.9053984730888	1
L1TD1	1	22.5741985457144	42.3932999516585	47.0873442866609	1	31.1862810748924	15.5669320398237	1	39.427050641024	28.0553517917619	1	39.4576670777615	1	37.8915047683885	40.8615808378142	18.1654133626307	27.3054699554123	24.2428582489881	1	1	1
L3HYPDH	1	1	1	1	1	1	1	1	1	21.9442160308813	1	1	1	1	1	1	52.3365414575599	1	1	1	1
L3MBTL1	1	1	1	1	1	1	1	1	1	29.2407255997966	1	1	1	1	1	1	1	1	1	1	1
L3MBTL2	23.6461098856266	20.8338695437724	1	28.6632709506027	1	1	1	1	1	17.5506733314799	1	1	28.9892989098643	32.4779222333003	32.7219420605184	16.9853836546306	1	24.7660667258854	1	1	1
L3MBTL3	1	1	1	24.1584650202389	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	97.7014913135935
LACC1	1	1	1	1	1	1	39.0137190976508	1	1	1	1	1	1	1	1	18.8312542938226	25.5791919172954	1	1	1	1
LAD1	319.595589360772	73.2877844731468	1	1	1	1	1	1	1	1	1	1	1	1	1	63.7336468203793	1	115.916983927322	1	174.409983829428	229.272813052555
LAG3	28.2815305041358	1	1	25.2649440412066	1	1	1	1	55.8513059408719	1	1	126.605125216239	1	52.2456539350066	56.3340527822531	1	1	1	1	1	1
LAIR2	1	1	1	41.8968603894266	1	1	1	1	1	1	1	1	1	47.7830116513508	1	1	1	1	1	1	1
LAMA2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	146.267350073717	1	1	1	1
LAMA4	1	17.0145612180107	1	1	1	1	1	1	1	15.4100246056013	1	1	1	1	1	1	161.765546776809	1	1	1	1
LAMA5	16.6302366074942	27.050484650504	1	1	1	1	1	1	1	1	1	1	1	1	1	1	51.2982984701794	36.089547042718	1	69.5530635978766	1
LAMB1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	256.109456562946	1	1	43.5107409943342	18.9734526884147
LAMB2	1	21.1818122539805	1	1	1	1	24.27245147564	1	1	1	1	1	1	1	1	1	238.776724031589	1	1	42.7542695041345	1
LAMB3	45.0230761282305	82.5274970703655	1	1	1	1	1	1	1	1	1	1	1	1	1	28.7000643605297	1	34.4454666085309	1	151.790619472726	1
LAMC1	44.6718839355706	27.8224599337264	1	1	56.7614666172658	1	31.3011265337796	1	1	1	1	1	1	1	1	44.5265079878652	183.5276910416	60.2111912338803	1	49.0612430450125	61.135993258886
LAMC2	20.1760306089936	57.3519767456246	1	1	1	1	1	1	1	20.9773641626261	1	1	37.4262439534205	1	1	1	1	32.0222542401511	1	135.571561698244	1
LAMP3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45.3735415162444	300.488313539577	1
LAMTOR5-AS1	1	1	1	1	1	1	1	1	1	22.3698007928514	1	1	1	1	1	1	1	1	1	1	1
LANCL1	24.2810254906767	1	1	36.2488954467138	1	1	1	1	1	45.1751999427666	1	78.311417861055	1	1	26.933287573655	1	14.3942248863067	24.8913347198012	1	1	54.4549759454888
LANCL2	33.285134253092	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	21.8962304408335	1	1	51.2174123629576
LAPTM4B	335.357529704083	85.779856393178	1	1	1	31.7077820602252	29.3114163818026	1	1	21.0464609377725	1	75.4089562686913	41.8923528152851	116.202282371105	52.6755164974442	75.2257485298004	37.7526737992524	367.604672907803	1	88.2822640906837	361.256615474169
LARP1B	28.6162895917718	1	1	1	1	1	1	51.2718473380355	1	25.0759794619809	1	1	38.416845412143	1	1	1	35.3365349850131	27.0313601041068	1	1	36.0751281557116
LARS2	1	1	1	1	1	1	1	1	1	1	1	33.6032854551871	1	1	1	1	1	1	1	1	1
LAT	1	18.784781237082	34.0275883286267	58.7751412786761	1	1	1	1	37.5535684029994	49.7613590223253	1	29.2556441460319	1	53.8067959366624	26.615385476386	19.1153232363798	1	28.7041536056645	1	1	1
LAT2	1	81.2372689402017	1	111.303170397158	58.7772942568565	207.424916608921	38.3078783523513	1	1	1	67.4005607418599	125.209740604574	107.25678715495	1	1	34.7788998249601	1	72.0801956949511	85.0590836734106	34.1146127667611	1
LAX1	1	1	37.4533003938559	53.1955862971838	1	1	1	72.3301009765971	38.5495565645174	37.5166820203371	1	1	34.5902904024378	63.0479986983782	49.6185400332611	1	1	60.6930558260881	1	1	1
LAYN	54.4500216075249	1	1	1	1	1	1	1	1	1	1	68.4499877635524	1	239.153137708508	79.7969475539416	1	34.5981835527994	1	1	1	1
LBH	96.4786599462802	1	213.470695858763	177.956429489569	233.889080063749	1	1	1	287.536595189252	151.895070841517	145.71012071358	53.6413839339336	82.1941397258527	297.316704480727	355.662194366655	1	149.471962608489	54.7259624967073	1	49.1636165794605	54.0537586513767
LCA10	1	1	1	1	1	41.911723034803	1	1	1	1	1	1	24.7023972064903	1	1	1	1	1	1	1	1
LCK	64.9965001462679	1	208.025113619081	249.099927571128	44.0507855268663	1	1	1	290.526857915514	271.241940844521	32.4868875864443	362.667888730133	68.5936691365846	312.354704577218	288.320146277122	1	1	1	1	1	1
LCMT2	20.9502949543181	1	1	26.4669198373953	26.6477486491853	1	1	1	1	28.9201791987424	1	41.8104131868742	1	1	1	1	1	1	1	1	1
LCN2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	144.013507827572	1
LCORL	1	22.0334627535687	1	31.5159491531066	1	1	23.816269701286	22.6790968606469	1	1	1	1	45.788855822151	1	1	23.3668025589101	1	19.181680456705	1	1	1
LCTL	1	16.2620147885746	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LDB1	1	1	1	1	41.5491523386847	1	17.7238349969947	1	1	1	1	1	23.255015550135	30.5637567880445	37.9254189604123	1	1	23.7023082376482	18.2119246038241	1	1
LDB2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	105.752261047042	1	1	1	1
LDLRAD3	1	24.0476224638216	1	1	1	1	16.8622730902669	1	1	1	1	1	1	1	1	26.4602260215939	1	1	1	1	1
LDLRAD4	55.7432557685481	46.8807202841068	111.434176300361	48.1272805064574	74.9845652223923	1	39.8159158477249	1	147.613390287213	1	244.145269514332	313.259279535452	362.298093287823	113.349533728876	153.31539062822	35.9586512300386	18.3274628403194	1	133.996388835563	85.7137072923826	1
LDLRAP1	1	22.0501618134682	85.2047450953983	45.8739082791625	1	1	1	21.4562823110509	61.5109306733949	221.936796410782	1	1	1	41.1848829219004	47.1696702152091	20.3056133869862	27.275584967224	1	1	22.4229346263766	1
LDOC1	1	1	1	1	1	1	1	1	1	1	1	23.863455021247	1	1	1	1	1	1	1	1	1
LEF1	28.0299282054994	1	117.892525970814	1	1	1	1	1	45.4079447171384	308.356809809692	1	1	1	67.0101982950248	82.937891130732	1	38.1353035749618	1	1	1	1
LEKR1	1	1	1	1	1	1	1	1	1	24.3038856080834	1	1	1	1	1	1	1	1	1	1	1
LENG1	1	16.0093027075491	1	25.7270400808407	36.2183513717527	1	1	1	1	37.9596127788415	1	1	1	1	1	1	1	1	1	1	1
LENG8	1	20.7623066458451	1	33.1275447260923	1	1	16.5871633228118	1	1	28.1767796839399	1	1	21.5219514805522	39.0758303804476	1	1	1	17.5167217758818	1	22.6668721961275	1
LEPROTL1	58.8185543633443	58.1925349229258	522.189230314358	123.782475961451	59.6041118472085	84.5980881628294	81.4938103500045	28.3109436931757	398.899768087168	217.964413504093	48.6327841782805	188.643585730372	139.379702679785	401.455809207121	316.093005869617	71.6587639898018	82.2988967303915	57.9708844248804	57.6496593192704	69.4991851462469	1
LETM2	1	1	1	1	1	1	1	1	31.8936175607776	1	1	1	1	1	22.4384592196733	1	1	19.3567641827727	1	1	1
LGALS2	1	135.803599956393	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	119.49970587781	91.9982150279122	1
LGALS4	1	92.4478911380548	1	26.1740540107118	1	54.2991066710842	15.8953117325493	1	1	15.4498317997864	1	18.800220918098	24.3559842837784	1	1	20.3101513124879	1	16.8004255761274	88.187852900828	105.566515262715	1
LGALS7B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	58.2710399186273
LGALSL	51.9339381431911	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.5596668601201	1	1	65.6489728132815
LGMN	40.525132335686	63.5796790608429	1	1	1	1	1118.22532425252	38.0452961558138	1	1	73.5138579832375	1	40.1959080717353	34.5439470696773	1	407.156007880188	106.972022118241	76.0852230192215	115.15061698735	166.024553980083	31.6650153574466
LGR6	1	1	1	23.8090953814647	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LHFPL2	1	61.0028314342807	1	28.215614749799	1	72.1212577112741	208.54435177573	1	1	18.5166792716566	36.83385276844	15.9739841446026	65.0970678068302	22.8829203658665	1	167.328288305643	70.3958879516482	54.4034536790644	60.1604726162603	99.4820347342072	1
LHFPL3-AS1	1	1	1	1	1	1	1	20.6826469313552	1	1	1	1	1	1	1	1	1	1	1	1	1
LHFPL6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	52.86991220585	1	185.941038209783	1	1	47.6434355778168	1
LHPP	1	20.0877202597478	1	1	64.6849789587174	1	20.3040152214953	1	1	1	39.0646780809964	1	1	1	1	20.6264410295802	1	33.6978940148668	29.7629606673552	1	1
LIF	1	1	1	1	1	1	1	1	1	1	1	53.9012426833907	126.774012944256	1	1	1	1	346.254839769095	1	1	1
LIFR	1	21.0456198746767	1	1	1	1	1	1	1	1	1	1	1	1	1	1	96.7878412242639	45.1160894219136	1	65.0347235887982	1
LIG1	46.7378139051914	1	1	24.7466991120442	1	1	1	1	1	20.6981092393983	1	62.9836291562007	1	31.8424540453648	1	1	1	1	1	1	1
LIG3	29.2107142033866	1	1	1	1	1	1	1	1	38.8230142767256	1	1	1	1	1	16.3618352631049	1	27.1397180360922	1	1	33.0968649763324
LILRA1	1	84.0294365302651	1	1	1	64.2995530249264	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LILRA2	19.7853612616831	85.8467359409168	1	26.1707411678717	1	299.104755598397	19.0126138915281	1	1	35.4961984960853	1	1	21.0728452353957	1	1	28.5079870654628	28.1330692348902	16.9635264550134	23.8499144643569	33.1044260335936	1
LILRA4	1	1	1	1	1	1	1	1	1	1	1	1	162.462555311779	1	1	1	1	1	1	1	1
LILRA5	1	20.5920254072085	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LILRA6	1	42.5803966022627	1	1	1	39.8193416913984	32.796620582611	1	1	1	1	1	1	1	1	27.5869041197918	1	1	1	1	1
LILRB1	1	71.490753837033	1	29.1437579340425	1	34.8756249782336	36.6903139612343	1	1	16.5078766494736	30.82513384508	1	28.6469718213059	1	1	30.8788161966021	1	1	28.3455655769813	43.7570570883947	1
LILRB2	1	208.957174438235	1	1	1	166.798536067836	72.2469976338018	1	1	1	1	1	44.8435609109654	1	1	57.3362356745725	1	1	42.0352914664881	45.6561792998818	1
LILRB3	1	143.109975151885	1	40.2506993956608	1	537.47099213665	64.4380934849286	1	1	17.021425245013	1	1	45.9861724709668	1	1	69.7898813592813	1	16.9369379883545	35.3263178821948	32.7973438841379	1
LILRB4	1	85.2741473864769	1	1	1	1	256.912077169925	1	1	1	1	1	73.8822222789079	1	1	254.929971430429	1	1	105.154762287136	139.196865995067	1
LILRB5	1	1	1	1	1	1	54.5331850187738	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LIMCH1	19.0280507648493	27.4628087419199	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53.5146301714011	60.1930704069957	1	48.7842349509585	1
LIMD1	18.4592687238912	28.9086313176944	1	42.6159544234636	32.7657588498749	1	26.0220371872255	1	1	17.2425896554449	34.3185270496129	1	24.4534632463679	1	1	20.0531892435696	1	24.2407971379336	21.5332871725084	34.1510885958446	1
LIMK2	38.8880174180983	26.3331272747208	1	1	1	220.195497175514	28.2345997228707	1	1	1	1	1	44.9272478804067	1	1	25.9262166732885	54.3443575838661	35.4499919488664	21.1187139176013	30.4943699770573	47.4425409203573
LIMS2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	136.375437581176	1	1	1	1
LIN28A	1	15.4066803118202	1	1	1	55.2236759521312	1	1	1	20.4754430001589	1	1	23.0968023600094	1	1	1	1	1	1	1	1
LIN28B-AS1	1	1	1	1	1	32.6427561700165	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LIN54	17.4756875359379	1	1	1	1	1	1	1	1	1	1	1	31.4127427082736	1	1	1	1	1	16.8159842205563	1	1
LIN7A	1	1	1	1	1	55.1853749001575	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LIN9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.9288463966163
LINC00092	1	1	1	1	1	1	1	1	1	1	1	48.9345909480552	1	1	1	1	1	1	1	1	1
LINC00173	1	1	1	1	1	67.6415154123752	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LINC00235	28.7290331988409	1	28.5146254379019	1	31.8645039097705	1	1	1	1	57.3400543854278	30.1031486519824	1	1	1	1	1	1	1	1	1	1
LINC00243	1	1	1	18.8556929182271	1	1	1	1	1	36.9034792598713	1	1	1	1	1	1	1	1	1	1	1
LINC002481	1	1	1	130.051392189803	1	1	1	1	43.6992664948911	1	1	1	1	1	1	1	1	1	1	1	1
LINC00294	1	1	1	20.1904757656233	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LINC00299	1	1	1	1	1	1	1	1	1	1	1	34.7129496551687	1	1	1	1	1	1	1	1	1
LINC00392	35.6789642258711	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	101.415851828599
LINC00426	1	1	1	22.7301213509999	1	1	1	20.3151322963736	1	1	39.1782599507088	1	1	1	1	1	1	1	1	1	1
LINC00449	1	1	1	1	1	53.1459865035639	1	1	1	19.5269765872899	1	1	1	1	1	1	1	1	1	1	1
LINC00483	1	16.2743643742392	1	1	1	41.3804899293198	1	1	1	16.4652078532636	1	42.4498181206976	1	1	1	1	1	1	1	1	1
LINC00506	1	1	1	1	1	1	1	1	1	21.7343329043761	1	1	1	1	1	1	1	16.0260343267006	1	1	1
