NAME	CD8.cells	T.cells.regulatory	Myeloid.cells	CD4.cells	NK.cells	B.cells	Mural.cells	Endothelial	Fibroblasts	Plasma	T.cells.helper	Cancer	T.cells.proliferative	Mast.cells
CHIT1	1	1	233.334977166995	1	1	1	1	1	1	1	1	1	1	1
CHKA	1	1	26.7141662661396	1	1	1	1	1	1	1	1	77.912107592746	1	54.5714686025129
CHN1	1	24.7923097797838	1	1	1	1	159.46096015906	41.4572360029827	30.352628337134	1	82.4296033224352	1	19.3478113250415	1
CHN2	13.6410639914399	1	17.0877655200353	1	14.6548181595259	1	1	1	16.2486924504602	1	1	1	1	61.0983395415913
CHPF	1	1	1	1	12.7782881611836	1	76.775731203953	1	144.855066196495	272.881342220693	17.4928148832966	114.797224621786	16.9689004535204	1
CHRD	1	1	1	1	1	1	45.2068156113012	1	1	1	1	1	1	1
CHRDL1	1	1	1	1	1	1	1	1	144.801592186704	1	1	1	1	1
CHRFAM7A	1	1	1	1	1	1	1	1	1	1	1	1	1	22.5547119630132
CHRM3-AS2	1	15.3326395269712	1	1	1	1	1	1	1	1	44.2917742450643	1	19.8890690217839	1
CHST2	1	1	15.0313817065377	1	15.4438007508881	1	1	1	1	68.2435545884157	1	1	19.3311814053781	1
CHST7	16.1547041743562	54.9005834328676	22.2506320722763	1	14.4328817187043	1	1	25.2012859050622	18.2499883222626	1	40.9954165915343	1	17.8650897808284	1
CHTF18	1	1	1	1	1	1	1	1	1	1	1	1	33.1138495503967	1
CIITA	1	1	100.984231220937	1	1	53.3969070561336	1	33.4893652953634	1	1	1	20.6163722810727	20.0548157049096	1
CIP2A	1	1	1	1	1	1	1	1	1	17.8259768228109	1	1	59.3110268397916	1
CIT	1	1	1	1	1	1	1	1	1	1	1	21.2664352564253	29.3659973174049	1
CITED4	1	1	1	1	1	1	16.0954027877348	105.304022908389	15.773740322789	1	1	30.6292829057005	1	1
CKAP2L	1	1	1	1	1	1	1	1	1	1	1	1	81.5301112958758	1
CKB	1	1	15.9903933718139	1	1	1	145.408322564974	1	46.9402001226964	1	1	230.82314243891	1	1
CKS1B	13.8410528993526	1	19.0532404013819	1	13.5333206733622	17.4199218438154	26.6721339831309	23.5724959992246	27.596976722155	18.3348229130529	1	48.948938735301	333.761099467378	1
CLDN1	1	1	46.2579161552686	1	1	1	1	1	1	1	1	66.9745082809559	1	1
CLDN3	1	1	1	1	1	1	1	1	1	1	1	266.582591446163	1	1
CLDN4	1	1	1	1	1	1	1	1	1	1	1	1201.6617553028	1	1
CLDN5	1	1	1	1	1	1	1	1049.66334146903	1	1	1	1	1	1
CLDN7	1	1	1	1	1	1	1	1	1	1	1	251.901814287733	1	1
CLEC10A	1	1	227.168901119453	1	1	1	1	1	1	1	1	1	1	1
CLEC11A	1	1	56.5170930024244	1	1	1	162.001811825272	1	302.258541158118	1	1	1	1	1
CLEC12A	1	1	48.9926583507631	1	1	1	1	1	1	1	1	1	1	31.95994817832
CLEC14A	1	1	1	1	1	1	1	1452.52664740456	1	1	1	1	1	1
CLEC17A	1	1	1	1	1	17.2740171917587	1	1	1	1	1	1	1	1
CLEC1A	1	1	1	1	1	1	1	106.004491686851	1	1	1	1	1	1
CLEC2D	230.966733532676	223.859200302917	29.3124363762017	208.002022623509	148.381888103291	46.2082867081095	1	17.1598713109761	11.2015573522364	29.4063548366631	269.048600136718	14.1025097362429	256.197460442708	1
CLEC3B	1	1	1	1	1	1	31.5955304593037	829.943126146133	1	1	1	1	1	1
CLEC4A	1	1	117.111479196797	1	1	1	1	1	1	1	1	1	1	1
CLEC4E	1	1	56.639029110073	1	1	1	1	19.0014459796876	1	1	1	1	1	1
CLEC5A	1	1	90.2948508163164	1	1	1	1	1	1	1	1	1	1	1
CLEC7A	1	15.4241721927964	268.595274324167	1	1	1	1	1	1	1	1	1	1	1
CLECL1	26.3290992304309	1	37.5436466420261	1	1	119.28386085081	1	1	1	15.0537602688217	38.8072246540758	1	48.7855315810135	33.8260129073741
CLIC3	70.4658878578749	1	1	18.3320754778735	166.896525540204	1	1	17.4313955837852	14.271308971574	1	1	227.213842222596	25.5612015273259	1
CLMN	1	1	17.5697564893088	1	1	15.1731584419781	129.791320669504	1	1	16.9338898382849	1	1	1	1
CLMP	1	1	1	1	1	1	1	1	112.9358007647	1	1	1	1	1
CLP1	13.6032406821644	1	1	1	13.2581252890268	1	1	1	1	1	1	1	16.7573803917138	18.8562410165108
CLSPN	1	1	1	1	1	1	1	1	1	1	1	1	134.913455797306	1
CLU	24.2938191074079	1	1	36.4337733800491	13.9958633463022	1	177.777439819704	122.135858810753	233.82269277776	1	27.3269678772728	193.083018191359	19.299351036467	1558.23419147666
CMTM8	1	26.9422492125333	1	33.4020651267044	1	1	1	98.8209986454466	17.3042169934786	1	20.0441563838869	37.2198829362877	1	1
CNKSR1	1	1	1	1	1	1	1	1	1	40.9349710263299	1	39.6953090974589	1	1
CNMD	1	1	1	1	1	1	1	1	1	1	1	313.044195589538	1	1
CNN1	1	1	1	1	1	1	136.765175555964	1	39.2439046260281	1	1	1	1	1
CNN3	1	1	1	1	1	1	634.350658791546	334.089174597124	324.564603900409	1	1	230.775309037671	1	1
CNR1	1	1	1	1	1	14.2073581621403	1	1	1	1	1	1	1	1
CNR2	1	1	1	1	1	18.2600048737801	1	1	1	1	1	1	1	1
CNRIP1	1	1	1	1	1	1	73.3353981261569	92.0880926543445	85.6330227895118	1	1	1	1	104.091739564233
CNTN4	1	1	1	1	1	1	52.3344318791421	1	1	1	1	1	1	1
COBL	1	1	1	1	1	1	1	1	1	1	1	41.2228996402894	1	32.5475400637136
COBLL1	1	1	1	1	1	120.206561032682	72.1716623940794	35.6178458524309	19.08393043688	134.415947890266	1	56.3458371875333	1	12.9677737738724
COCH	1	1	1	1	1	51.8145729233667	1	1	1	20.4915602148191	1	46.5468467888828	1	1
COL10A1	1	1	1	1	1	1	1	1	141.360210551812	1	1	1	1	1
COL12A1	1	1	1	1	1	1	135.460140510742	1	70.2953901748042	1	1	1	1	1
COL13A1	1	1	1	1	1	1	1	1	53.2296537271536	1	1	1	1	54.9485284787945
COL14A1	1	1	1	1	1	1	250.978208610903	1	160.53753718526	1	1	1	1	1
COL15A1	1	1	1	1	1	1	105.932062652142	84.4465680007908	50.3525435846448	1	1	1	1	1
COL16A1	1	1	1	1	1	1	27.2307944451852	1	110.527522928948	1	1	1	1	1
COL18A1	1	1	1	1	1	1	650.005742006061	197.464052273222	225.654994031372	1	1	74.9659212768829	1	56.7998295523781
COL19A1	1	1	1	1	1	20.0232487741564	1	1	1	1	1	1	1	1
COL1A1	1	1	1	1	1	1	543.734729750697	1	1583.44463332713	1	1	44.5170344193135	1	1
COL1A2	1	1	1	1	1	1	1169.66267262517	1	1891.86433863034	1	1	1	1	1
COL3A1	1	1	1	1	1	1	631.73776996793	1	1587.86332207484	1	1	1	1	1
COL4A1	1	1	1	1	1	1	522.588043605124	753.813842396374	102.367472138449	1	1	1	1	1
COL4A2	1	1	1	1	1	1	745.49860798893	842.38411132245	172.591628306046	1	1	1	1	1
COL4A3	1	1	1	1	1	17.7478098742609	1	1	1	14.3172313807641	1	96.3185618862332	1	1
COL4A4	1	1	1	1	1	14.7742592506064	1	1	1	18.2788302976847	1	78.4057505791441	1	1
COL5A1	1	1	1	1	1	1	110.759469988371	1	323.486488090875	1	1	1	1	1
COL5A2	1	1	1	1	1	1	183.315260037504	1	271.341829488814	1	1	1	1	1
COL5A3	1	1	1	1	1	1	61.6341553217492	1	1	1	1	1	1	1
COL6A1	1	1	1	1	1	1	576.5699480805	15.2514106286619	679.205155874563	1	1	1	1	1
COL6A2	1	1	1	1	66.5177208819332	1	1102.61578828208	41.0833849112503	1287.67349824978	1	1	1	1	1
COL6A3	1	1	1	1	1	1	360.0245911689	1	899.502484448875	1	1	1	11.7999073961076	1
COL8A1	1	1	1	1	1	1	109.313945740148	1	439.71292082257	1	1	79.9848189089705	1	1
COL9A2	1	32.8050324487342	1	1	1	15.123854591977	1	1	1	1	35.6032739405918	395.695024118485	1	33.5297036898104
COL9A3	1	1	1	1	1	28.2943765983624	1	1	1	41.3452316741751	1	1	1	1
COLEC12	1	1	36.0908411530954	1	1	1	1	1	80.6876150854042	1	1	1	1	1
CORO1A	783.454124977816	721.714510299734	314.581032106354	607.032028369107	952.940222046659	688.210618465406	1	24.4997339147088	1	118.855976365504	581.34721206846	24.651203259871	1261.39612952822	78.1248857529682
CORO2A	1	13.5046369284145	1	14.7698227226555	1	1	1	1	1	1	13.2980087938326	20.1467226404112	1	1
COX4I2	1	1	1	1	1	1	591.216428985484	1	1	1	1	1	1	1
COX7A1	1	1	1	1	1	1	308.723335475401	141.021571059451	222.297176032172	1	1	1	1	29.7789384776046
CPA3	1	1	1	1	1	1	1	1	1	1	1	1	1	3308.73091218668
CPA5	1	23.867080884735	1	1	1	1	1	1	1	1	24.1339944341383	1	22.0968394584731	1
CPE	1	1	1	1	1	1	337.42544224207	1	92.0044864008693	1	1	1	1	1
CPEB4	1	1	40.1163149307381	1	17.9693084898625	1	41.2486354899817	36.0380367351967	18.8084648299194	163.177913018943	1	29.9696508603002	1	91.0637689916665
CPM	1	1	60.3103028497268	1	1	1	54.0254637389006	1	1	1	22.2281375139997	193.972273760947	1	50.3976299881155
CPNE2	1	32.379077732202	1	1	1	1	17.9636463757243	172.107535934629	1	1	1	62.4962749164277	28.7478155932201	1
CPNE5	1	1	1	1	1	59.6468635753243	1	1	1	185.876666925843	1	1	1	1
CPNE7	42.4192627008189	1	1	27.1497031220689	1	1	1	1	25.747760449597	1	34.7273334595179	1	29.7360076900991	1
CPOX	17.4940002976348	19.0826778767902	1	1	1	1	1	1	1	1	1	23.1496929469453	1	1
CPVL	1	1	166.629744230936	1	1	1	1	1	15.1044008306334	1	1	1	1	1
CPZ	1	1	1	1	1	1	1	1	72.5816917351206	1	1	1	1	1
CR1	1	1	17.9803656357822	1	1	28.7976476386408	1	1	1	1	1	12.3232907494615	1	1
CR2	1	1	1	1	1	30.3603255935536	1	1	1	1	1	32.4780519060108	1	1
CRACR2A	15.9054243535422	1	1	14.6584633457411	14.2901835160916	1	1	1	1	1	1	1	11.5497590104326	1
CRACR2B	1	1	1	1	1	15.8113739425461	1	66.2343097765073	1	55.2571997900163	1	81.0526596409519	1	1
CRADD	1	85.8501526914728	18.4825610346134	1	1	1	18.395934433999	14.867463073229	1	1	15.9657682107698	1	14.2599049939821	1
CRB3	1	1	1	1	1	1	1	1	1	1	1	51.183447832648	1	1
CRIP2	1	1	1	28.2947635351462	1	22.0213686567125	616.177649359103	1375.43528131551	166.317671008757	1	1	131.398860714071	1	1
CRISPLD2	1	1	1	1	1	1	206.218992298368	1	96.001421044526	1	1	1	1	1
CRLF2	1	1	1	1	1	1	1	1	1	1	1	1	1	98.8713498707112
CRNDE	1	1	1	1	1	1	1	1	1	21.0658059378203	1	317.37993154402	50.8243825785101	1
CRTAM	258.532722396537	1	14.2708334984671	1	120.922838190031	1	1	1	1	1	22.9944062905757	1	141.125230467069	1
CRYAB	1	1	1	1	1	1	849.323023000858	1	319.973100001494	1	1	1	1	1
CRYBG1	67.4424822792935	61.2462610480834	45.7874144006839	107.045092680479	77.823400126976	31.4168560683797	1	27.2366543879275	1	1	77.7289333013751	20.6942159360362	47.7977833902266	1
CRYM	1	1	1	1	1	1	1	1	1	1	1	150.242025611562	1	1
CSF1R	1	1	186.757986432511	1	1	1	1	1	1	1	1	1	1	1
CSF2	1	1	1	1	1	1	1	1	1	1	41.9145790925345	1	1	40.7246035863627
CSF2RA	1	1	152.61973620438	1	1	1	1	1	1	1	1	1	1	1
CSF2RB	1	1	29.5319219919217	1	1	1	1	1	1	28.2317794880068	1	1	1	52.5979653912697
CSF3R	1	1	77.3558457463005	1	1	1	1	1	1	1	1	1	1	1
CSGALNACT1	1	15.9294428427117	1	23.1326682857493	1	1	76.5149523410198	20.5642909247854	14.0012034299812	18.7475117118089	44.3921869224433	1	13.3757160013554	1
CSPG4	1	1	1	1	1	1	66.9045943365052	1	1	1	1	1	1	1
CSRP2	1	1	1	1	1	1	513.040591172862	77.2522980114181	107.472883083558	1	1	1	1	1
CST1	1	1	1	1	1	1	1	1	49.2919959674565	1	1	1	1	1
CST3	1	1	3869.97922634058	1	25.6477930441654	1	1409.29405974569	182.960269682237	1785.31495945031	66.0195781677774	1	1391.70841185877	1	1007.65165257054
CST7	1531.69758797611	382.280833295303	215.718748340152	424.222031961694	2305.08227451599	1	16.7586346560974	35.796262287666	1	48.0622502014775	413.016325903706	36.0822697504448	519.323057936261	314.481853470095
CSTA	1	1	164.600132673426	1	1	1	1	1	63.8154273257268	1	1	1	1	1
CTF1	1	1	1	1	1	1	1	1	1	1	1	75.3371019801826	1	1
CTH	1	1	1	1	1	1	1	1	1	33.6361682501945	1	22.3980875701114	31.0487283563623	1
CTHRC1	1	1	1	1	1	1	120.722490077907	1	752.204117687096	24.2872825353648	1	12.7550883865431	1	1
CTLA4	109.263493014526	661.133299753185	14.0321481257165	99.0234066385812	1	1	1	1	1	1	532.857221694406	1	127.273167019656	1
CTNND1	1	1	56.6667657689411	1	1	1	42.7875764369103	258.220816467647	30.3792627865597	1	1	125.955593041502	1	13.5238890348771
CTPS1	1	1	1	1	1	1	1	1	1	1	1	1	35.6364048547423	1
CTSE	1	1	1	1	1	1	1	1	1	1	1	144.217157709919	1	1
CTSK	1	1	1	1	1	1	62.4446364944285	1	400.112598429233	1	1	1	1	1
CTSL	1	1	335.598176140863	25.4190685167749	1	1	173.535345334932	99.6038642079755	215.180928167363	1	24.1244795846678	56.6709730513819	1	31.8708649718779
CTSW	626.346590136586	16.6661648837186	20.8817449317839	123.032019833126	1249.6114406224	1	1	1	1	40.5751709987357	52.3368258205432	1	273.782509734739	235.743601242787
CTSZ	1	26.24111682887	646.269154718871	1	1	96.6386431311985	62.6681632683056	63.368652272388	101.213582340536	126.877704894758	20.801448612282	144.268917993512	48.6955164263891	1
CTTN	1	1	1	1	1	1	58.4835058241618	86.57046626491	58.0897601030815	1	1	198.098733072812	1	1
CTTNBP2	1	1	1	1	1	1	1	1	1	1	1	1	1	177.12875899881
CUL9	1	57.0946245518496	1	1	1	1	1	1	1	1	1	20.6753587532651	17.0909081998887	1
CX3CL1	1	1	1	1	1	1	19.3926291386191	229.68299227811	15.0642575017067	1	1	11.6908121418136	1	1
CX3CR1	1	1	1	1	98.4000968119038	1	1	1	1	1	1	1	1	1
CXCL10	1	1	57.7069049486972	1	1	1	1	1	1	20.2289888143393	1	1	1	1
CXCL12	1	1	1	1	1	1	121.073528252795	25.7128455950106	318.021084327403	1	1	1	1	1
CXCL13	247.976530793172	1	1	1	1	1	1	1	1	1	4716.25436302228	1	780.985618478195	1
CXCL14	1	1	1	1	1	1	1	1	94.2884069457221	1	1	637.101814857736	1	1
CXCL16	27.1388220501736	1	360.435792032257	18.3926214471373	1	24.4793553620286	17.1531090202665	19.7803253030338	27.9260840055369	1	1	109.409802578776	1	145.818383740878
CXCL17	1	1	1	1	1	1	1	1	1	1	1	77.3195419403473	1	1
CXCL2	1	1	789.047379479958	1	1	1	63.9915069757488	205.482041138686	126.041041944705	1	1	94.6535097605299	1	1
CXCL3	1	1	739.206908575077	1	1	1	17.3455051872139	61.3861600641308	42.0926664806194	1	1	33.2262783908695	1	1
CXCL8	1	1	1724.80033399142	1	1	1	1	16.353822992888	1	1	1	43.9533438038437	1	1
CXCL9	1	1	89.1151771447097	1	1	1	1	1	1	1	1	1	1	1
CXCR1	1	1	1	1	14.3479233611214	1	1	1	1	1	1	1	1	1
CXCR2	1	1	1	1	27.3197320622637	1	1	1	1	1	1	1	1	1
CXCR3	156.445834177634	98.4991588838989	19.575765237661	123.422821804438	14.4054466860558	37.7938857123591	1	1	1	37.4459536551294	120.942493830362	1	156.822654147769	1
CXCR4	1205.50672189184	751.041033125359	278.080652756726	1342.71650685427	610.907735396491	661.761774104903	32.7276756571556	50.2516982271241	20.046321801492	245.253892725975	676.856769343226	51.5019716892307	615.675946283158	24.900275611665
CXCR5	1	15.8748646653743	1	1	1	72.0609268826685	1	1	1	1	1	1	1	1
CXCR6	127.906777647889	145.741293172026	1	72.4884373497121	1	1	1	1	1	1	125.814320588832	1	76.3872396056192	1
CXorf21	1	25.9063551105202	32.1154421057011	1	1	22.452070327295	1	1	1	61.8929178190574	16.9994129304976	1	1	1
CYB561D1	1	1	1	1	14.8934879022429	1	1	1	1	1	16.9120555268266	1	1	1
CYB561D2-1	1	16.8715974472046	1	1	1	1	1	1	1	1	17.1613978354998	1	1	1
CYBB	1	1	269.894492438441	1	1	115.794377138594	1	1	1	13.4571122009244	1	1	1	1
CYBRD1	1	1	18.1165750830199	1	1	1	122.157032937349	28.0707132854108	214.709752291154	1	1	77.7659999950321	1	1
CYGB	1	1	1	1	1	1	78.2530446899552	1	186.33681662482	1	1	1	1	1
CYP1B1	1	1	38.4623248954798	1	1	1	17.0341684111336	86.7950553110039	277.993418255362	1	1	63.8042338841795	1	1
CYP2S1	1	1	37.0268760040893	1	1	1	1	1	1	1	1	1	1	1
CYSLTR1	1	18.2243486577234	18.2801862127126	31.9989450052138	1	80.5032265793507	1	26.2947890986758	1	26.8818466275937	56.9987023604404	1	1	23.3180204042754
CYTL1	1	1	1	1	1	1	1	95.4038187968751	1	1	1	1	1	1
CYYR1	1	1	1	1	1	1	1	306.149754993466	1	1	1	1	1	1
DAB2	1	1	155.601861373363	1	1	1	68.3189643221884	132.739923099359	141.567489388927	1	1	1	1	1
DAPK1	1	1	82.0690242573297	1	1	1	1	1	25.2296870433313	1	1	41.3419640086853	1	90.9161954506968
DAPK2	32.6660089731422	1	1	1	13.9284522109662	1	1	1	1	1	58.9688852882357	14.5963069688874	26.5388349733132	17.6198902656728
DAPP1	1	39.8394181168492	67.8404384125547	17.4839491350541	1	89.4478717895992	1	1	1	65.2714448607578	46.2524060111429	1	26.4215866262927	1
DCAF17	1	18.1334111957421	1	1	16.6441078246205	1	12.6810811367087	1	1	1	1	1	13.1334304211536	1
DCBLD2	1	1	1	1	1	1	25.6462859238147	1	36.3216945543425	1	1	22.3164634394375	1	70.5647301693651
DCHS1	1	1	1	1	1	1	1	64.6067819377518	28.2598621897394	1	1	1	1	1
DCN	1	1	1	1	1	1	1230.38597177267	1	4212.56960969621	1	1	1	1	1
DDAH1	1	1	1	1	1	1	13.4454052837535	1	18.6815186418404	1	1	176.079060505285	1	1
DDN-AS1	1	1	12.4312303738691	1	52.3590555195172	1	1	1	1	15.1400417214738	1	1	1	1
DDR1	1	1	1	1	1	1	13.3367833251185	1	1	1	1	298.270405178496	1	1
DDR2	1	1	1	1	1	1	73.3254616565159	1	83.1432548087987	1	1	1	1	1
DDX60L	19.605833688469	20.866462176651	19.0462649585444	17.9906973369938	22.5574391265996	1	1	1	1	1	1	1	1	1
DENND5B	1	1	1	1	1	27.8414038043667	1	1	1	63.2124969512255	1	1	1	1
DEPDC1	1	1	1	1	1	1	1	1	1	1	1	1	27.9685428755328	1
DEPDC1B	1	1	1	1	1	1	1	1	1	1	1	1	48.8353699416365	1
DEPDC5	1	1	1	1	1	1	1	1	1	1	1	1	1	29.6411476996808
DEPP1	1	1	1	1	1	1	462.170432957282	670.562261119094	1031.03783531579	45.1266789631846	1	56.4559672845123	1	1
DERL3	1	1	1	1	1	33.2127996317328	1	1	47.6115205331856	2595.68109386185	1	1	55.4260820330438	1
DES	1	1	1	1	1	1	109.161960577088	1	1	1	1	1	1	1
DGAT2	1	1	1	1	1	14.7471427077097	1	1	1	1	1	1	1	1
DGKH	1	15.7203597066056	1	1	1	1	37.5316877278125	36.4590584086779	1	1	20.0145230067839	1	1	1
DGKQ	1	1	1	1	22.2636244061395	1	1	1	1	1	1	19.7696023202582	1	1
DHCR24	1	1	1	1	1	1	1	1	1	1	1	148.450018041823	1	1
DHCR7	22.0978533031814	19.3242153620552	1	22.7202423158245	12.7370980676485	1	1	1	1	1	1	19.0870986761519	14.5600996142684	1
DHFR	1	1	1	1	1	1	13.4936308236892	1	1	1	1	14.0234188436456	132.500144068333	1
DHRS3	22.5060534037557	1	30.970546812054	50.1015140924288	23.6433604180436	1	1	81.874117780855	55.3949147624552	1	1	56.9773268990167	1	1
DHRS9	1	1	15.5848445108222	1	1	1	1	1	1	78.9443532139604	1	1	1	171.093074896962
DIAPH3	1	1	1	1	1	1	1	1	1	1	1	1	39.5493655120742	1
DIP2C	1	1	1	1	1	1	14.3698906834801	1	18.5322082901716	1	1	18.8612897982422	1	43.2438199307672
DKK3	22.3932407359905	1	1	1	1	1	322.207110935372	1	576.005222289523	1	1	1	1	1
DLC1	1	1	1	1	1	1	127.466063548772	266.896555538998	72.0085387993064	1	1	130.24289790291	1	103.296267529853
DLEU2	16.3337246561278	19.1272507229324	17.5476213038521	1	1	1	1	13.6590194482431	1	1	23.8420923004903	1	99.9303250156419	1
DLGAP5	1	1	1	1	1	1	1	1	1	1	1	1	106.062876810849	1
DLL4	1	1	1	1	1	1	1	120.782452151276	1	17.8688496159338	1	19.0660612018477	1	1
DMGDH	1	16.2931934673153	1	1	1	1	1	1	1	1	1	1	1	1
DMKN	1	1	1	1	1	1	1	1	24.384211803544	1	1	128.890861362535	1	1
DMXL2	1	1	75.8727733420942	1	1	1	1	1	1	1	1	14.3180906316446	1	18.8830630540278
DNA2	1	1	1	1	1	1	1	1	1	1	1	1	22.4863686154464	1
DNAAF1	1	1	46.3903500639745	1	1	1	1	1	1	102.227693737902	1	1	1	1
DNAH5	1	1	1	1	1	1	1	1	1	1	1	107.371725282112	1	1
DNALI1	1	1	1	1	1	1	17.1207083944754	1	21.7616479602684	1	1	112.337910954864	1	1
DNASE1L3	1	1	1	1	1	1	1	268.178744696269	1	1	1	1	1	1
DOCK6	1	1	1	1	1	1	34.8573528524072	126.755293411958	28.1434377372788	1	1	1	1	1
DOCK9	1	1	1	1	1	1	1	159.687975480838	1	1	1	30.2141635018908	1	1
DOK3	1	1	38.2211088230423	1	1	40.0634063441929	1	1	1	71.5964397107091	1	1	1	17.0854137001651
DOT1L	1	1	37.9677661947309	1	1	1	1	1	1	1	1	1	27.8905670413126	39.2231551433771
DPH2	1	1	1	1	1	15.6079378486512	1	1	1	1	1	1	1	17.7244685786358
DPP4	1	1	1	43.1557343896271	1	1	1	1	1	1	1	263.353633678717	13.3448185885865	40.2162395097611
DPT	1	1	1	1	1	1	1	1	181.263215067445	1	1	1	1	1
DPYSL3	1	1	1	1	1	1	22.2116811571123	140.216162384524	140.754591417407	1	1	18.8288311508713	1	1
DRAIC	1	1	1	1	1	1	1	1	1	1	32.713752424777	11.0181896230163	15.3996325790646	1
DSC2	1	1	40.8554708320862	1	1	1	1	1	1	1	1	35.2312253239825	1	1
DSCC1	1	1	1	1	1	1	1	1	1	1	1	1	38.2124363405495	1
DSG2	1	1	1	1	1	1	1	1	1	1	1	128.296677982763	1	1
DSP	1	1	1	1	1	1	1	1	1	1	1	178.249939855398	1	1
DST	1	1	29.6712724073514	1	1	1	150.626955566655	75.0587555493859	258.857964842474	1	1	49.311094761126	1	30.592202621444
DTHD1	44.3882683317437	1	1	1	50.3459982066735	1	1	1	1	1	37.5214758953406	1	29.6072907123112	1
DTL	1	1	1	1	1	1	1	1	1	1	1	1	58.867729675098	1
DTYMK	1	1	14.7358951736787	1	26.8933186247438	16.1742128210964	12.7800084690341	21.6277048243299	21.2584495540521	14.7710640840808	13.383977828654	33.1853707737257	179.855794011795	1
DUS2	1	1	1	1	1	16.2637113798306	1	1	1	15.7238411398598	1	1	1	1
DUSP14	16.826844641359	1	1	15.1213687956361	16.0695120997597	1	75.2906283643289	1	31.6366967039387	1	1	1	11.8870168822763	614.494980559245
DUSP16	34.6224835604636	114.125529812075	13.8326085865763	45.0830533698502	1	1	1	27.1108903416542	13.4038782894832	1	60.2480703221001	36.7443144192359	40.102346967524	1
DUSP18	1	16.6339000000357	13.8441402611307	1	1	1	1	1	1	1	1	1	14.1866746581484	33.1035147081823
DUSP2	1460.89512215437	655.391350694689	624.754068310613	858.811071248766	1429.08910167039	259.934503692861	24.9316865206086	55.0484209561335	38.9152936607103	368.205413503483	777.089009915692	48.2729807312293	607.677219196725	51.4829019864107
DUSP4	608.786364720252	839.404001207262	144.766599033263	299.183981814888	1	132.277650279244	37.0433033790753	26.655604897909	1	101.845944777915	1183.04955706008	24.7880939327307	666.795410655416	133.31231527899
DUSP6	20.4163301672613	1	84.2933586215834	16.5983221624652	14.4944778274939	1	40.7232557901306	555.694390376646	46.4907409744113	14.5529260787729	18.9276247314547	14.3479274668691	1	696.535025110785
DYSF	1	1	1	1	1	1	1	109.092817667671	1	1	1	1	1	1
DZIP3	26.2965279870793	14.6773372147404	1	15.3211088429	1	1	1	1	1	1	1	1	18.5449501835743	1
E2F1	1	1	1	1	1	1	1	1	1	1	1	1	34.2416086781779	1
E2F2	1	1	1	1	1	1	1	1	1	1	1	1	22.8814036804648	1
E2F3	1	20.1583612531331	13.4010753186274	1	1	1	1	1	1	1	1	11.1985816261564	12.9104060829156	20.740207583693
E2F5	1	1	1	1	1	13.7920111278672	1	1	1	48.0826931893875	1	11.3864575796713	1	1
E2F7	1	1	1	1	1	1	1	1	1	1	1	1	36.3020083425216	1
E2F8	1	1	1	1	1	1	1	1	1	1	1	1	35.5866655810492	1
EAF2	1	1	30.1768438386205	1	15.7104638506606	62.3339180803189	1	1	1	183.219299550396	1	1	31.5254250150632	14.7068272959679
EBF1	1	1	1	1	1	57.4602225194438	116.80648207633	14.6894418600708	12.9344813297232	1	1	1	1	1
EBI3	1	31.5953979948361	32.6743411571937	1	1	29.309572838761	1	1	1	1	24.3959619204401	1	29.100727609072	1
ECHDC3	1	1	1	1	1	1	1	1	1	1	1	73.9792813918731	1	1
ECM1	1	1	20.2260023188922	1	1	1	131.65297479921	1	99.074330160922	1	1	101.842621117499	1	1
ECM2	1	1	1	1	1	1	61.8058406956949	1	47.8964804897372	1	1	1	1	1
ECSCR	1	1	1	1	1	1	1	754.563532678983	1	1	1	1	1	1
ECT2	1	1	1	1	1	1	1	1	1	1	1	18.0536837904988	36.858905590312	1
EDARADD	37.1504706433047	1	1	23.2328251194187	1	1	1	1	1	1	32.4275340029919	1	33.8089506294012	25.4132031837595
EDIL3	1	1	1	1	1	1	203.813982180332	43.7387527978285	98.6399434829631	1	1	1	1	52.1068382859317
EDN1	1	1	1	1	1	1	1	501.993361157745	1	1	1	23.5313359230652	1	1
EDNRA	1	1	1	1	1	1	241.656819922673	1	98.7314556661442	1	1	1	1	1
EDNRB	1	1	1	1	1	1	103.962422524451	86.4526795191654	18.55264057695	1	1	1	1	1
EFCAB11	1	1	1	1	1	1	1	1	1	1	1	1	22.9385349547419	1
EFEMP1	1	1	1	1	1	1	120.233547416857	1	312.374218512763	1	1	262.064327948682	1	1
EFEMP2	1	1	1	1	1	1	183.364781421083	67.5264718066958	290.499161253002	1	1	1	1	1
EFHD1	1	1	1	1	1	1	151.994918468472	1	1	1	1	1	1	1
EFNA1	1	1	1	1	1	1	25.12589920886	196.171806165721	1	1	1	304.863108684086	1	1
EFNB1	1	1	10.9470452952504	1	1	1	15.9713438777141	132.997757293627	28.0316465357732	1	1	1	1	1
EFNB2	1	1	1	1	1	1	1	278.73896841397	1	1	1	1	1	1
EGFL6	1	1	1	1	1	1	568.604558004057	1	36.7785222406737	1	1	1	1	1
EGFL7	1	1	1	1	1	1	13.80578094544	2033.66651485982	28.7201075424486	1	1	109.155240601917	1	44.5349615464735
EGFLAM	1	1	1	1	1	1	52.8720506243357	1	1	1	1	1	1	1
EGOT	1	1	1	1	1	1	1	1	1	1	23.2825237203518	1	1	1
EHD2	1	1	1	1	1	1	267.948387507375	106.680546541232	77.2703480018753	1	1	53.6651092188307	1	1
