NAME	CD8.cells	T.cells.regulatory	Myeloid.cells	CD4.cells	NK.cells	B.cells	Mural.cells	Endothelial	Fibroblasts	Plasma	T.cells.helper	Cancer	T.cells.proliferative	Mast.cells
LMF1	1	1	1	1	1	1	1	18.7341608354805	1	60.8173149677979	1	24.2496356368657	1	1
LMO2	1	1	23.1530190398529	1	1	1	1	82.8052652102297	1	1	1	1	1	1
LMO3	1	1	1	1	1	1	1	1	1	1	1	51.0432941270817	1	1
LMO7	1	1	1	1	1	1	1	1	33.0374045417208	1	1	235.750371145296	1	1
LMOD1	1	1	1	1	1	1	125.609237583166	1	39.1238841876811	1	1	1	1	1
LMTK2	1	22.2964675581357	1	1	1	1	1	1	1	1	1	37.0500200068142	1	1
LMTK3	1	1	1	1	1	1	1	1	1	51.9306919418149	1	10.8996620487255	1	1
LONRF3	1	1	1	1	1	1	1	1	1	1	1	1	1	24.7144234788395
LOX	1	1	1	1	1	1	13.1755675704104	1	90.1504417312995	1	1	1	1	1
LOXL1	1	1	1	1	1	1	21.3325388775254	1	148.808764577483	1	1	1	1	1
LOXL2	1	1	1	1	1	1	131.650147304579	85.7839308421768	32.055109448417	1	1	1	1	1
LPAR2	33.6805346816943	45.9595723164998	16.7218509845024	45.2595421713882	1	27.8157591926658	1	1	1	16.1688676583736	42.5864866952468	1	16.3877391764158	1
LPAR5	1	1	1	1	1	20.2127641750322	1	1	1	1	1	1	1	1
LPCAT1	22.3696820693946	1	47.1661850766724	1	116.540431258523	50.4242824107642	16.4979627632515	1	11.068832383585	12.8954784377278	1	614.462829939354	33.4188815058154	21.8367044495728
LPCAT2	1	1	52.2601579012963	1	1	1	1	1	1	1	1	1	1	157.894921279824
LRIG1	1	21.9426935944044	1	23.3745165399572	1	1	38.9978154575318	22.4399296699741	29.3833561634348	1	1	36.0487999277236	1	1
LRMDA	1	1	63.2632047243803	1	1	1	19.0513270865771	97.0548453338103	1	1	1	57.1981203035042	1	67.0407896149135
LRMP	40.6970092986317	1	17.1174534000271	20.5736608225251	43.2949551519907	67.8208348378384	1	1	1	61.8496404388656	76.5575341509586	1	85.5693016176852	1
LRP1	1	1	95.7057850927307	1	1	1	164.88431479043	1	477.382233704724	1	1	1	1	1
LRP1B	1	1	1	1	1	1	1	1	1	1	1	1	1	19.4027318514085
LRP5	1	1	1	1	1	1	1	83.61683774772	15.9503456708027	1	1	154.180212105539	1	1
LRR1	1	1	12.9664494322485	1	1	1	1	13.6141721635089	1	14.4269541594165	13.9142711144397	1	67.5630304551795	36.6734874896562
LRRC25	1	1	44.0222333434056	1	1	1	1	1	1	1	1	1	1	1
LRRC32	1	30.7150640932363	1	1	1	1	108.65511537163	230.559694911178	28.7636976476733	1	1	1	1	1
LRRC8A	1	1	1	1	1	1	23.0146687702038	104.148301342907	26.0191801354275	1	1	40.1818742937943	1	1
LRRC8B	1	16.2142934049326	1	1	1	1	1	1	1	1	19.943054314504	25.3653542692025	1	1
LRRC8D	1	22.0214046037273	12.0796098936741	19.4868999693094	1	15.008884395243	1	1	1	12.6701796814132	49.5145735201473	21.5081705293978	12.8716684048824	1
LRRK2	1	1	26.1365247973465	1	1	20.8026694856562	1	1	1	1	1	52.3065448121119	1	1
LRRN4	1	1	1	1	1	1	1	1	1	1	1	81.8049229391662	1	1
LRRN4CL	1	1	1	1	1	1	1	1	52.8953233706892	1	1	1	1	1
LSAMP	1	1	1	1	1	1	1	1	106.419914913965	1	1	1	1	1
LSP1	670.803913094316	614.887831476856	683.776107451766	459.921895988241	918.908128167315	485.711558066979	1	27.5800278254885	14.9489441975469	305.487199568915	604.431883151417	20.4728643012542	809.391229967118	1
LST1	1	22.196632367336	551.860893603685	1	1	18.0376709254283	1	1	1	1	1	1	15.1819873444077	13.6470527978839
LTA	1	58.2881278386768	1	19.334611856882	1	37.5282703711865	1	1	1	1	36.7710016538247	1	18.4523216686831	1
LTB	165.297869787889	1242.9753641276	138.583941564802	642.734510112267	34.0561585820551	780.637543811275	19.2590676204043	18.2164844842033	1	29.2111375853624	316.007107332782	1	61.5084289626799	46.1495591914778
LTB4R2	1	1	1	1	21.3901051634058	1	1	1	1	1	1	1	1	1
LTBP1	1	1	1	1	1	1	225.41686609947	19.4686854727081	239.385909732581	1	1	1	1	1
LTBP2	1	1	1	1	1	1	94.0698270631193	1	535.212831891332	1	1	1	1	1
LTC4S	1	1	52.4245117206047	15.4937676877104	1	1	1	189.459748045007	1	77.8958399309887	1	11.3737797358529	1	764.519317627869
LUCAT1	1	1	57.9219772020029	1	1	1	1	1	1	1	1	1	1	1
LUM	1	1	1	1	1	1	704.542245586387	1	4131.61230976808	1	1	1	1	1
LURAP1L	1	1	1	1	1	1	131.847883304177	1	101.161358660936	1	1	17.9921574412708	1	1
LXN	1	1	1	1	1	1	21.4509093238862	220.955009134653	106.148800567789	1	1	23.6886791788397	20.8786219893977	76.6822412904283
LY6G5C	1	1	1	1	1	1	1	23.0188604383504	1	1	14.0813237314182	20.8394705558772	1	1
LY75	21.3670578083698	65.0165572429575	22.2647239805856	20.9403765988688	23.4879109406343	29.6072883141989	1	1	1	1	27.2763915884275	15.5596838627291	30.8537622280619	1
LY86	1	1	171.463504536548	1	1	172.077916169393	1	1	1	1	1	1	1	1
LY9	77.0952542027655	49.2573391863434	22.966601069148	56.7645005965108	68.8391676525935	806.911442153047	1	1	1	147.151505760973	24.8155652350274	11.392262272852	45.7126838028724	1
LY96	1	44.5352423463642	152.848923704723	20.9006285026324	1	43.9109573632476	48.5085071210946	15.7805841408626	48.3517272406725	278.978296172059	59.5652408812716	1	17.6637249001909	1
LYL1	1	1	24.8219149383693	1	1	55.5359023971945	1	133.461884123623	1	17.6547849469025	1	1	1	18.109921772725
LYN	1	1	150.521468736237	1	50.2258790211889	269.003335632804	11.8138369857077	33.1687535062997	14.6967981029633	35.033026055927	1	33.442646121265	26.4171254237925	84.6959739922463
LYVE1	1	1	1	1	1	1	1	176.163080401877	1	1	1	1	1	1
LYZ	1	1	2300.65479370633	1	1	1	1	1	1	1	1	1	1	1
LZTS1	1	1	1	1	1	1	63.306996883968	1	1	1	1	1	1	1
MAD2L1	1	1	1	1	1	1	1	1	1	1	1	1	165.11219177446	1
MAF	30.3002630390275	118.384417430115	42.4497708033761	70.7273401504371	28.8609485319047	1	24.4260670790394	42.4312174577821	56.343303409978	1	208.112560652905	1	32.469133340362	1
MAFB	1	1	222.071181261087	1	1	1	26.779945056759	17.4062639916654	82.7789565321686	1	1	1	1	1
MAG	1	1	1	1	1	1	1	1	1	1	1	1	1	20.9061920550785
MAGEH1	1	279.39094630432	1	1	15.876548861841	1	38.7210891756557	36.0350511670238	52.0300518733131	50.3760999287616	134.76447470638	1	22.0739214994905	1
MAGI2	1	1	1	1	1	1	26.6379977941786	1	20.1437402382782	1	1	1	1	41.1475249336218
MAGI3	1	1	1	1	1	1	1	1	1	1	1	144.793639286867	1	1
MAL	1	107.735952360834	1	61.5388080817668	1	1	50.4053323271026	1	53.4908053984363	1	108.849509694328	1	1	1
MAL2	1	1	1	1	1	1	1	1	1	1	1	110.491848257551	1	1
MALL	1	1	1	1	1	1	1	30.721322066046	1	1	1	178.163425125594	1	1
MAMDC2	1	1	1	1	1	1	1	1	173.339692178939	1	1	1	1	1
MANEA	1	14.5235457582674	1	1	1	1	17.0991109901554	1	12.9130144967927	130.60931098376	12.937856124623	1	26.7785244664139	1
MANEA-DT	1	1	1	1	1	1	1	1	1	24.4015692825104	1	1	1	1
MAOA	1	1	1	1	1	1	31.3089676320573	106.323756181653	15.9356958267794	1	1	105.875664425026	1	1
MAOB	1	1	1	1	1	1	25.2560942883497	1	85.8942038280244	1	1	1	1	239.270281137499
MAP1B	1	1	1	1	1	1	238.842764165128	1	25.5437701071429	1	1	1	1	1
MAP2K6	1	1	1	14.4101732437715	25.532795264454	1	1	19.1035823458767	1	14.3735633491341	1	1	1	1
MAP3K7CL	1	1	1	1	1	1	207.699843945978	1	1	1	1	1	1	1
MAP7	1	1	1	1	1	1	1	1	1	1	1	64.4540820185474	1	1
MAPK11	1	1	1	1	1	1	1	46.483025686897	1	1	13.5651873357995	1	13.5684568649203	1
MAPRE3	1	1	1	1	1	1	23.8274276946662	1	15.6643525734479	1	1	29.5099802188375	1	35.7343522306867
MARCH1	1	1	45.2323723798778	1	1	99.9476561659722	1	1	1	1	1	1	1	1
MARCKS	1	1	192.759086734797	1	1	89.478531897053	85.3616873933869	176.507800321605	217.298792015804	72.4670966218704	1	1	1	1
MARCO	1	1	159.375950832834	1	1	1	1	1	1	1	1	1	1	1
MAST3	1	1	1	1	23.8451028272611	1	1	1	1	1	1	1	1	1
MASTL	1	1	1	1	1	1	1	1	1	1	1	1	58.5331018238288	1
MATK	144.313521988166	1	33.9538375057321	49.8930923742419	282.399478955714	1	1	1	1	1	1	1	26.4053374745462	110.026302943982
MBOAT1	1	16.3724056180686	1	1	1	1	1	1	1	1	1	23.5362282445037	1	1
MCAM	1	1	1	1	1	1	168.324797513331	143.509943259877	1	1	1	1	1	1
MCEMP1	1	1	45.6564737516408	1	1	1	1	1	1	1	1	1	1	1
MCF2L	1	1	1	1	1	1	1	90.3828086462696	1	1	1	17.5786925669327	1	1
MCM10	1	1	1	1	1	1	1	1	1	1	1	1	33.9426912822089	1
MCM2	1	1	1	1	1	1	1	1	1	1	1	1	63.8254520329894	1
MCM4	1	1	1	1	1	1	1	1	1	1	1	1	52.4190653579814	1
MCTP1	1	1	93.1565971311545	1	1	1	1	71.0401488159687	1	1	1	1	1	78.3122551676453
MCTP2	21.7490006188339	1	1	1	70.8734653939223	1	19.2415694097835	1	21.3367028618492	25.0972892548464	1	25.4321565677421	1	44.3811403714752
MDFI	1	1	1	1	1	1	1	27.1359871048106	78.637661074855	1	1	1	1	1
MDK	1	1	1	1	1	1	71.4470074570627	122.577527227624	312.26688448565	64.9279337508382	1	548.103897995732	1	1
MEDAG	1	1	1	1	1	1	71.6994215861944	1	21.397041472179	1	1	1	1	1
MEF2B	1	1	1	1	1	1	1	1	1	162.768486314044	1	1	1	1
MEF2C	1	1	99.8421941258826	1	1	306.796506490164	320.361276089793	151.551232998507	29.8204652205028	240.914378397587	1	33.8087377834021	57.238688865139	1
MEF2C-AS1	1	1	1	1	1	18.0606163584225	15.1383904487975	1	1	1	1	1	1	1
MEG3	1	1	1	1	1	1	1	1	115.453975210615	1	1	1	1	1
MEI1	34.5558801076731	53.8931138513296	1	36.4446972222414	38.4291698380092	20.9362220670086	15.5642867637224	1	1	258.001429683653	37.2967138562826	1	39.156247284472	12.0765978232872
MEIS2	1	1	1	1	1	1	25.0936162172393	99.2720661164029	22.6012076101466	1	1	24.4655930831943	1	72.565100417354
MELK	1	1	1	1	1	1	1	1	1	1	1	1	60.370717102969	1
MEOX2	1	1	1	1	1	1	1	1	72.2944833237115	1	1	1	1	1
MESP1	1	1	1	1	1	1	1	1	1	18.7198632981331	1	131.330641562139	1	1
MEST	1	1	1	1	1	1	78.230780238077	1	43.2068700654644	1	1	37.1238650323664	1	1
MET	1	1	1	1	1	1	1	1	1	1	1	69.6737035195883	1	1
METTL27	1	1	1	1	1	1	1	1	1	1	1	74.8769457161737	1	1
MFAP2	1	1	1	1	1	1	81.8282808501522	81.516558560338	723.014296337046	1	1	1	1	1
MFAP4	1	1	1	1	1	1	643.141048961367	1	1713.71640122402	1	1	1	1	1
MFGE8	1	1	1	1	1	1	476.778781614154	30.2199389020501	170.186516017611	1	1	1	19.8258762253103	1
MFHAS1	1	20.6093658594904	12.4610958014093	19.1926001239897	1	1	1	14.7284895329375	16.5239177770747	1	68.8055747359688	21.8175528010461	16.393392824105	1
MFSD12	1	1	57.445458535997	1	1	1	1	1	1	19.6508230622961	1	21.7272118327407	1	1
MFSD3	1	1	1	1	1	1	1	1	1	34.6942232654309	1	28.5521857029983	1	1
MFSD4A	1	1	1	1	1	1	1	37.324173588707	1	1	1	95.6548209855987	1	1
MFSD4B	1	1	11.9012381524492	1	1	13.911964805433	13.2399090177613	1	1	1	1	1	1	63.2876826374735
MGAT4A	147.901629273206	47.4718028872003	68.8147621854539	168.396553458103	155.182026890064	63.2712848380392	1	126.97980669417	1	27.5683693982284	87.2933805596479	31.5845780917333	59.0263542513973	1
MGAT5	19.630230054945	1	13.9914172188539	29.6782471316179	1	60.069946601717	17.618161366167	1	1	1	14.7438496260116	29.3948104688497	1	1
MGLL	1	1	47.9933670452889	1	1	1	134.367488736805	317.563762034709	65.1487259931605	39.2877218844816	1	488.495697006716	1	1
MGP	1	1	1	1	1	1	4590.70736408018	2841.05848541535	5182.46100124402	1	1	34.097014269463	1	1
MGST1	1	1	24.3549365954902	1	1	1	1	1	116.292342443429	1	1	647.490250939894	1	1
MGST2	1	18.8930843423178	92.0152749392689	1	1	1	48.9638223318905	197.346206970083	36.5651663803947	1	1	72.0789014497014	1	1
MIAT	25.9525014235752	28.6963660727675	1	33.7446979364063	32.5960969635121	1	1	1	1	33.3930676206722	31.1813602364059	1	23.9647193548239	1
MICAL3	1	1	1	1	1	31.5279003464755	1	19.01002942962	20.6384934968164	1	1	1	13.1738659354672	17.5900294516669
MIER2	1	1	12.9938177430348	1	1	1	11.169514176433	160.718232802343	11.8105422245549	1	1	1	1	26.9232233605568
MIGA2	1	14.1138244520958	1	1	15.8374945653942	1	1	1	1	1	1	17.3457377188522	1	1
MIR181A1HG	1	36.3267549670041	44.7009785590079	1	24.4102222360793	1	1	1	1	29.2175309465226	18.1228603545933	1	33.2265816792747	1
MIR29B2CHG	1	1	1	1	1	30.5853998019388	18.8426615817662	1	1	45.3888205464037	14.3978016685942	1	1	1
MIR3142HG	1	24.0955988182185	14.7232920428408	1	1	1	1	1	1	1	14.815154934227	1	1	79.5717057744371
MIR3945HG	1	1	38.3581906292505	1	1	1	1	1	1	1	1	1	1	1
MIS18A	1	1	1	1	13.6155073394796	1	1	1	1	1	1	1	30.9813658180794	1
MITF	1	1	28.8826257597024	1	1	1	28.1960134064029	1	54.6675942068025	1	1	1	1	97.8879285003292
MIXL1	1	1	1	1	1	1	1	1	1	36.7751539624577	1	1	1	1
MKI67	1	1	1	1	1	1	1	1	1	1	1	1	383.450592160923	1
MLC1	1	1	1	1	16.2997335529881	1	1	1	1	1	1	1	1	1
MLPH	1	1	1	1	1	1	1	1	1	1	1	90.2281438948624	1	152.368551104147
MMP11	1	1	1	1	1	1	93.4592727133766	1	155.2417207959	1	1	1	1	1
MMP12	1	1	65.3622370566139	1	1	1	1	1	1	1	1	1	1	1
MMP14	1	1	79.5832208148306	1	1	1	106.801887801758	17.9503692013383	304.837077201472	1	1	1	1	1
MMP15	1	1	1	1	1	1	1	47.4686306117523	1	1	1	80.1010142574693	1	1
MMP19	1	1	102.803636385417	1	1	1	51.7242063169809	1	89.0121514045442	1	1	1	1	1
MMP2	1	1	1	1	1	1	59.7019431637298	26.6865299265836	1724.63697429684	1	1	1	1	1
MMP23B	1	1	1	1	30.1673895677408	1	36.0632989050969	1	316.904963400793	1	1	1	1	1
MMP25-AS1	21.5180783614007	1	1	19.3975409878687	39.7928252959658	1	1	1	1	1	1	1	1	1
MMP28	1	1	1	1	1	1	1	101.621175897472	1	1	1	30.5660879690644	1	1
MMP9	1	1	156.874705003926	1	1	1	1	1	1	1	1	1	1	1
MMRN2	1	1	1	1	1	1	1	243.635959935614	1	1	1	1	1	1
MMS22L	1	1	1	1	1	1	1	1	1	1	1	1	21.9804673676574	1
MND1	1	1	1	1	1	1	1	1	1	1	1	1	75.3291931257628	1
MNDA	1	1	205.131615184092	1	1	49.2388686461303	1	1	1	1	1	1	1	1
MOCS1	1	1	1	1	1	1	141.882254303695	1	21.8148607824572	1	1	1	1	1
MOK	1	1	1	1	1	1	1	1	1	1	1	34.4063615254365	1	24.2811354349419
MORN2	1	1	11.9712955692227	1	1	1	25.6722083156147	1	35.5732363309729	1	1	137.57142650602	1	1
MOXD1	1	1	1	1	1	1	19.2723065098507	1	349.268690195585	14.3744783106269	1	1	1	1
MPEG1	1	1	54.6813409595508	1	1	14.4971163203567	1	1	1	1	1	1	1	1
MPP1	1	1	103.066139856459	1	1	1	13.2394819613231	29.4626181486998	19.6624833924636	1	1	1	19.6576393880915	144.83627167708
MPP7	1	1	1	15.2768385305377	12.7012207064455	1	1	1	1	1	1	74.7792349432687	1	1
MPZL2	1	1	1	1	1	1	1	1	1	1	1	115.856260188849	1	1
MPZL3	89.4323802488904	65.6366734073824	16.3498752791971	102.490817849651	1	13.7055507444003	1	14.7381074155847	1	15.517816821945	34.2459563058843	36.2333082795561	45.4657137296865	1
MRC1	1	1	219.582602937087	1	1	1	1	1	1	1	1	1	1	1
MRC2	1	1	1	1	1	1	54.3599709366242	1	211.741660819564	1	1	93.0560310384063	1	1
MREG	1	1	32.4936410787892	1	1	1	1	1	1	1	15.9957969879666	1	20.5902989905141	1
MRGPRF	1	1	1	1	1	1	97.0007160578227	1	34.6507659534715	1	1	1	1	1
MS4A1	16.8771265214311	1	1	1	1	1262.25181337266	1	1	1	1	1	1	40.3684368747955	1
MS4A15	1	1	1	1	1	1	1	1	1	1	1	227.537711664233	1	1
MS4A2	1	1	1	1	1	1	1	1	1	1	1	1	1	1379.44242163165
MS4A4A	1	1	134.067960306573	1	1	1	1	1	1	1	1	1	1	1
MS4A6A	1	1	574.987436775929	1	1	1	1	1	1	1	1	1	1	1
MS4A7	1	1	266.085815901376	1	1	23.6429795299283	1	1	1	1	1	1	1	1
MSH2	1	1	1	1	1	1	1	1	1	1	1	16.1903186843046	30.6050875654246	1
MSH5	1	1	1	1	1	1	1	1	1	1	1	22.3740051147305	27.5606849827975	1
MSR1	1	1	138.735736443668	1	1	1	1	1	1	1	1	1	1	1
MSRB3	1	1	1	1	1	1	130.078518413047	74.1156748171607	78.400876860758	1	1	1	1	1
MT1A	1	1	1	1	1	1	123.509345875228	27.6539032544153	41.2612063699859	1	1	1	1	1
MT1G	1	1	42.8437818995532	1	1	1	17.5888745410412	1	1	1	1	33.1030085252949	1	1
MT1M	1	1	1	1	1	1	345.936063555509	282.575846287843	99.6837326217391	1	1	41.1123294332347	1	1
MTCL1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.0324878637688
MTFR2	1	1	1	1	1	1	1	1	1	1	1	1	27.1254932663553	1
MTUS1	1	1	1	1	1	1	121.128984341951	118.196595672302	48.2836852862682	1	1	112.427785987377	1	1
MUC1	1	1	1	1	1	1	1	1	1	1	1	1465.49459633126	1	1
MUC12	1	1	1	1	1	1	50.6742199902578	1	17.2410655558689	1	19.1337497180812	1	15.9853134776764	1
MUC20	1	1	1	1	1	1	1	1	1	1	1	190.192727884187	1	1
MUC4	1	1	1	1	1	1	1	1	1	1	1	201.982835307604	1	1
MUSTN1	1	1	1	1	1	1	315.037573842493	1	1	1	1	1	1	1
MVB12B	31.7872942224452	1	1	19.3855079240276	28.8449964987896	1	1	1	1	1	1	16.0897708154541	20.2644412426679	1
MXD3	1	1	1	1	1	1	1	1	1	12.7033881255739	1	1	60.6131309870075	1
MXRA5	1	1	1	1	1	1	1	1	153.044591158911	1	1	1	1	1
MXRA8	1	1	1	1	1	1	260.242140245392	1	736.058158292029	1	1	63.8055107520322	1	1
MYB	1	1	1	1	1	1	1	1	1	1	1	1	24.4113683788862	21.5050338800981
MYBL1	24.0622050030453	1	1	25.1139811990686	138.671312277738	1	1	1	1	1	1	1	1	1
MYBL2	1	1	1	1	1	1	1	1	1	1	1	1	82.8824097987807	1
MYCT1	1	1	1	1	1	1	1	164.870693705208	1	1	1	1	1	1
MYEF2	1	1	1	1	1	1	1	1	1	1	14.7987545490678	16.4403082239617	33.7693488514318	1
MYH10	1	1	1	1	1	1	47.216998230547	1	237.964158540412	1	1	1	1	1
MYH11	1	1	1	1	1	1	329.076368819052	17.5493928692968	67.7279032779052	1	1	1	1	1
MYH14	1	1	1	1	1	1	1	1	1	1	1	108.401018275458	1	1
MYL9	1	1	13.8992888433133	1	1	1	2099.35988479442	94.4738495356353	931.4167049713	13.5108314390491	1	162.21772538211	1	1
MYLK	1	1	1	1	1	1	314.268087849287	71.1648897944207	281.13506726131	1	1	1	1	1
MYLPF	1	1	1	1	1	1	1	1	1	1	1	1	1	18.939079459647
MYO1B	1	1	1	1	1	1	262.225291224561	46.4422727653201	67.4081392202735	1	1	64.0717768943744	1	1
MYO1F	54.7022650862121	36.5289828999499	89.2653237678127	52.790074948009	135.605460714769	20.9924255950598	1	1	1	1	35.5168542609844	1	46.232322220492	17.1751751411417
MYO7A	1	1	1	1	1	1	1	1	1	1	59.9156751458147	1	38.9597825032796	1
MYOCD	1	1	1	1	1	1	50.7822369793882	1	1	1	1	1	1	1
MYOF	1	1	56.0236846544516	1	1	1	90.1380571619628	1	48.2915041280045	1	1	136.457315001088	1	1
MYOM2	1	1	1	1	245.07378966016	1	1	1	1	1	1	1	1	1
MZB1	1	25.2579108245607	1	1	1	17.9355846325292	1	1	1	4339.23370044013	14.1084406131501	1	130.792084816923	1
N4BP3	1	1	1	1	1	21.1482590572972	1	44.6790859297039	1	1	1	1	1	69.9568939057162
NAA40	1	1	1	1	21.1120752799022	1	1	1	1	1	1	1	17.8583135945487	1
NAIP	1	1	62.741710225565	1	1	1	1	1	1	1	1	1	1	1
NAPA-AS1	1	1	1	1	1	1	1	1	1	42.1094855294489	13.0325401558942	1	1	1
NAPB	1	1	1	1	1	1	1	1	1	1	1	1	1	32.3686216030468
NAPSA	1	1	1	1	1	1	1	1	1	1	1	3185.91551453856	1	1
NAT10	1	1	1	1	1	13.2039226335558	1	1	1	1	1	37.2693019002434	19.5971610191323	34.240959629071
NAV2	1	1	1	1	1	1	1	1	20.6996672219791	1	1	77.8646510215615	1	1
NBEA	1	1	1	1	1	1	1	1	1	1	1	21.5306023450487	1	24.4654945373012
NBL1	79.7334056375866	1	12.6283726198124	37.4652293388946	1	1	343.674394628551	33.6125701582362	1630.65235606544	1	81.0542310514165	37.3812779207216	67.655067477512	13.5775359172974
NBPF19	1	1	26.7540782056727	17.1799479753126	38.5895068507255	1	1	1	1	1	1	1	1	13.2135248165821
NCALD	1	1	1	1	52.0656456708393	1	59.2770051998795	22.3527163177264	31.4685809049704	1	36.8675303098372	19.5813912840437	1	1
NCAM1	1	1	1	1	31.8793404774908	1	1	1	1	1	1	1	1	1
NCAM2	1	1	1	1	1	1	1	1	63.1561211152811	1	1	1	1	1
NCAPD2	1	1	1	1	18.6934992388663	1	1	1	1	1	1	21.6814131431634	79.4217894799655	1
NCAPD3	14.1296066438735	18.6582214503182	13.3149602792444	1	1	1	1	19.2669325668428	1	1	1	1	117.980302580215	13.9558388412523
NCAPG	1	1	1	1	1	1	1	1	1	1	1	1	84.5278527120202	1
NCAPG2	1	1	1	1	1	1	1	1	1	1	1	1	65.9712450455426	1
NCAPH	1	18.0916508501431	1	1	1	1	1	1	1	1	1	1	96.5441829335833	1
NCDN	1	16.2987554234734	1	18.4891400400151	1	1	15.7514393529068	1	13.303591049365	1	44.902890976186	20.1771015345493	1	1
NCF1	56.6068440044626	48.5666703440651	133.512300378663	82.1385659535363	1	263.686789755729	1	1	1	283.706825666147	51.6924283323016	41.6346782338913	63.8395121454222	64.6863973854011
NCF2	1	1	206.678555495912	1	1	13.0610576512004	1	1	1	1	1	1	1	1
NCR1	1	1	1	1	67.7293787525863	1	1	1	1	1	1	1	1	1
NCR3	32.558232268759	66.5542551646328	1	1	166.755956145402	114.071135182084	1	1	1	1	16.5496257978557	1	41.6428470539772	1
NDC1	1	1	1	1	1	1	1	1	1	1	1	1	26.3513757972998	1
NDC80	1	1	1	1	1	1	1	1	1	1	1	1	74.0332768444773	1
NDN	1	1	1	1	1	1	80.3768483403501	1	154.971103428457	1	1	1	1	1
NDNF	1	1	1	1	1	1	33.9264040959306	1	50.0603108840429	1	1	181.146181484859	1	1
NDRG2	1	1	50.8625126774922	1	1	1	172.282067290315	157.43577165552	73.5507368621871	1	1	1	1	44.2109211091907
NDUFA4L2	1	1	1	1	1	1	1064.49805419621	1	49.7605384587151	16.4573614812689	1	1	1	1
NEBL	1	1	1	1	1	1	1	1	31.9667601712007	1	1	99.5961793918058	1	1
NECTIN2	1	1	108.703610010993	1	1	1	118.440181795763	238.259723445342	81.4022745196792	1	1	82.2726166441806	1	25.4769467783456
NEDD4L	1	1	12.8326426793906	1	1	1	1	38.1610442883522	1	14.9715419594956	1	207.975625377838	1	1
NEIL1	1	1	1	1	1	16.8037869155349	1	28.9574993054936	1	1	1	22.8018820269948	1	1
NEIL3	1	1	1	1	1	1	1	1	1	1	1	1	64.9942764325239	1
NEK2	1	1	1	1	1	1	1	1	1	1	1	1	27.4657926898762	1
NEK6	1	1	61.7960206764846	1	1	82.4091617355745	18.4181675935905	1	54.8029436194835	20.7453795687327	1	49.939238077071	17.2334430181511	41.882547609511
NEK8	1	1	1	1	1	15.7840569339201	1	1	1	13.51727168779	1	1	1	1
NELL1	1	1	1	1	1	1	1	1	1	1	1	160.952811971373	1	1
NELL2	102.987608393749	22.2809575769431	1	90.4083216715689	1	1	1	1	1	1	141.114787790739	1	86.5873633654185	1
NEMP1	1	1	1	1	1	1	1	1	1	1	1	1	28.7638919859295	1
NEMP2	1	25.1228567778376	1	1	1	1	1	1	1	1	17.0595613718748	1	17.5672885760566	1
NES	1	1	1	1	1	1	47.2774192429057	167.152025838067	13.2000004759318	1	1	1	1	1
NETO2	1	30.2009665159144	13.2017784107697	1	1	1	1	24.0298758725863	1	1	1	1	1	1
NEURL1B	1	1	1	1	1	1	54.5135151832621	28.6805160222823	1	1	1	1	1	1
NEXN	1	1	1	1	1	1	136.271838445236	1	190.246727015556	1	1	1	1	1
NFAM1	1	1	31.4317622866543	1	1	1	1	1	1	1	1	1	1	1
NFASC	1	1	1	1	1	1	72.5570929905919	1	17.3710738203097	1	1	1	1	1
NFE2L3	1	21.375463876486	15.2290746435547	1	1	1	1	18.9596638844059	15.7077485314832	1	1	12.628114161636	1	1
NFIB	1	1	1	1	1	1	110.227037281923	350.500655331202	129.618534186623	1	1	41.1523396036561	1	1
NFIX	1	1	1	1	1	1	31.8225899832039	35.2202307720833	133.690766166556	1	1	56.2554005723967	1	1
NFKBID	47.0781632627627	22.8811241414558	142.376194609246	31.8952584102086	45.2057318914159	186.67446455065	1	1	1	17.0861664556264	25.0564824971469	1	40.5137854237087	135.900560491834
NFS1	1	1	1	1	1	1	1	1	12.4664641531251	1	14.7888012513962	21.1544733749856	1	1
NFYC-AS1	1	1	1	1	14.6567559782742	1	1	1	1	1	1	1	1	1
NHSL1	1	1	1	1	1	1	1	1	1	1	1	56.1974370600346	1	1
NID1	1	1	1	1	1	1	250.172443551625	15.7481735946368	85.4031225050854	1	1	1	1	1
NIPSNAP3B	1	1	1	1	1	19.2536604035752	1	1	1	1	1	1	1	1
NKD2	1	1	1	1	1	1	1	1	130.850335444655	1	1	1	1	1
NKG7	1797.64600325472	1	53.0751716811322	152.412443222911	5299.91874574981	1	17.7696174034729	18.9788355530658	1	31.5543062121148	65.2636639609534	1	1195.86796344841	15.3323770553922
NKX2-1	1	1	1	1	1	1	1	1	1	1	1	446.011392629581	1	1
NLRC3	33.7313363119748	23.7093685905546	1	37.2731433406786	42.4609866709794	1	1	1	1	1	25.1873344715707	1	31.8223182312541	1
NLRP3	1	1	108.415210217707	1	1	1	1	1	1	1	1	1	1	1
NLRP6	15.2370263591966	1	1	17.3161792961128	1	1	1	1	1	1	37.6987285688084	1	1	1
NMB	1	42.1337740837942	29.4186968301402	15.4154991821952	1	1	34.2137230226309	14.3675238138421	23.9515952729627	23.9222636126499	233.498600343631	35.81987382404	1	1
NMU	1	1	1	1	1	1	1	1	1	1	1	82.2763834720756	1	1
NMUR1	1	1	1	1	31.1087562827253	1	1	1	1	1	1	1	1	1
